IND,TOK,DATE,SHOT,TIME,TAUTH,IP,BT,NEL,PLTH,RGEO,DELTA1,KAPPAA,EPS,MEFF
2341,AUG,20020305,15412,3.775,0.0696802730465138,0.9991,-2.089,10.69,12.47846,1.661,1.4322,1.551,0.302227573750753,2
2342,AUG,20020305,15413,1.95,0.106127399030746,0.999,-2.096,9.874,6.27493,1.642,1.3148,1.566,0.314311814859927,2
2343,AUG,20020305,15413,4.05,0.0724301953765682,0.9996,-2.09,10.51,12.70009,1.658,1.4399,1.565,0.30102533172497,2
2344,AUG,20020305,15430,5.3,0.144878166834643,0.9989,-1.992,9.052,4.77251,1.633,1.3034,1.654,0.314268218003674,2
2345,AUG,20020307,15446,4.27,0.114061826096837,0.9972,-2.487,7.887,3.575254,1.665,1.1303,1.589,0.28972972972973,2
2347,AUG,20020307,15456,5.4,0.0220958118645081,0.4003,-1.988,4.618,6.175039,1.639,1.3268,1.541,0.295057962172056,2
2348,AUG,20020308,15463,3.985,0.0988587706348423,0.9987,-1.992,6.167,4.76197,1.641,1.1488,1.557,0.305179768433882,2
2349,AUG,20020308,15464,2.65,0.14389142622542,0.9993,-2.486,8.237,4.888547,1.657,1.3373,1.601,0.305491852745926,2
2350,AUG,20020308,15464,5.125,0.133019017276443,0.9991,-2.484,7.619,4.920631,1.666,1.3401,1.633,0.298259303721489,2
2351,AUG,20020308,15468,1.85,0.0763746067521247,0.4536,-1.022,3.486,2.1297,1.66,1.1773,1.648,0.290301204819277,2
2352,AUG,20020308,15468,2.85,0.112440404767619,0.5969,-0.9876,5.168,2.5002,1.646,1.3095,1.682,0.308566221142163,2
2353,AUG,20020308,15472,1.9,0.0742879783713234,0.4571,-1.017,3.422,2.1453,1.662,1.1802,1.665,0.287906137184116,2
2355,AUG,20020308,15474,3.2,0.163829474636609,1.199,-1.992,9.089,4.73044,1.647,1.2858,1.647,0.309957498482089,2
2356,AUG,20020308,15475,3.6,0.16519212103792,1.198,-1.993,10.18,4.80114,1.641,1.2818,1.631,0.314442413162706,2
2357,AUG,20020308,15477,2.15,0.150085798208314,0.9996,-2.487,7.763,4.91269,1.657,1.342,1.597,0.305129752564876,2
2358,AUG,20020308,15477,3.76,0.101473574487543,0.9992,-2.486,7.543,6.10149,1.66,1.3345,1.611,0.302831325301205,2
2359,AUG,20020308,15477,5.17,0.148078488862206,1,-2.486,8.103,4.86362,1.66,1.342,1.614,0.302590361445783,2
2360,AUG,20020308,15480,2.1,0.147051266031971,0.9993,-2.488,7.566,4.96196,1.657,1.3425,1.6,0.305310802655401,2
2361,AUG,20020308,15480,2.95,0.132036052991925,0.9992,-2.487,7.688,5.32383,1.661,1.3426,1.616,0.301806140878989,2
2362,AUG,20020308,15480,5.5,0.128602246426126,0.9989,-2.486,7.792,4.947503,1.667,1.3408,1.638,0.297240551889622,2
2363,AUG,20020312,15485,3.35,0.0991636895592793,0.999,-1.994,5.245,4.90129,1.64,1.1488,1.559,0.304878048780488,2
2364,AUG,20020312,15486,4.05,0.0745887603851158,0.9994,-2.09,10.66,12.30487,1.659,1.4386,1.57,0.300120554550934,2
2365,AUG,20020312,15487,3.85,0.0696031416125097,0.9989,-2.091,11.51,11.83596,1.654,1.4269,1.562,0.304232164449819,2
2366,AUG,20020312,15489,3.4,0.0231016270971625,0.4008,-1.493,4.67,6.28051,1.639,1.327,1.563,0.295790115924344,2
2367,AUG,20020312,15489,5.4,0.0272922305024015,0.3999,-1.49,4.111,4.19744,1.642,1.308,1.58,0.292935444579781,2
2368,AUG,20020312,15496,4.95,0.0432681828888257,0.4005,-1.991,4.35,3.7309748,1.631,1.3225,1.499,0.301226241569589,2
2369,AUG,20020314,15508,4.9,0.133407198166312,1.196,-1.993,11.73,4.89069,1.632,1.2708,1.61,0.321262254901961,2
2370,AUG,20020314,15509,4.75,0.156767074351516,1.197,-1.99,12.74,4.82317,1.633,1.2747,1.615,0.320208205756277,2
2371,AUG,20020314,15510,4.75,0.154322568446062,1.198,-1.988,10.68,4.86551,1.64,1.2796,1.631,0.315060975609756,2
2372,AUG,20020314,15510,5.7,0.151594155262057,1.197,-1.988,11.35,5.0199,1.638,1.2791,1.627,0.316483516483516,2
2374,AUG,20020314,15516,3.6,0.302650954488206,1.198,-1.991,10.68,2.62811,1.641,1.2802,1.633,0.314015843997562,2
2376,AUG,20020314,15517,3.1,0.129116127683717,1.197,-1.993,11.08,5.02335,1.636,1.2727,1.611,0.318765281173594,2
2377,AUG,20020314,15517,4.9,0.157470387633809,1.197,-1.991,12.55,4.78854,1.634,1.2749,1.616,0.319951040391677,2
2378,AUG,20020314,15523,2.2,0.155010347379685,0.9989,-2.485,8.663,4.879013,1.658,1.3426,1.601,0.304644149577805,2
2379,AUG,20020314,15523,4.05,0.120005638773697,0.9994,-2.483,7.522,5.696274,1.663,1.3424,1.619,0.300661455201443,2
2380,AUG,20020314,15523,5.25,0.138700628024715,0.9993,-2.483,7.59,4.92815,1.662,1.3426,1.619,0.301083032490975,2
2381,AUG,20020314,15524,2.1,0.138887401855817,0.9984,-2.485,7.282,5.0436,1.657,1.3411,1.6,0.305612552806276,2
2382,AUG,20020314,15524,4.05,0.112144721762835,0.9998,-2.484,6.35,5.640368,1.662,1.3397,1.613,0.301985559566787,2
2383,AUG,20020314,15524,5.5,0.131763599097512,0.9995,-2.483,6.726,4.93746,1.662,1.3407,1.616,0.301744885679904,2
2384,AUG,20020314,15525,2.1,0.143152044623248,0.999,-2.484,7.303,4.92658,1.657,1.3409,1.599,0.305914302957151,2
2385,AUG,20020314,15525,3.5,0.119932641588866,1,-2.483,6.2,5.24953,1.662,1.339,1.612,0.301985559566787,2
2386,AUG,20020314,15525,5.5,0.131090898625327,0.9998,-2.483,6.504,4.86443,1.662,1.3398,1.616,0.301684717208183,2
2387,AUG,20020315,15536,2.1,0.136814738223539,0.9986,-2.486,7.396,5.0291,1.657,1.3391,1.601,0.304465902232951,2
2388,AUG,20020315,15536,3.75,0.110909200344851,0.9995,-2.484,6.584,5.64881,1.661,1.3379,1.613,0.301384708007225,2
2389,AUG,20020315,15536,5.5,0.124038213570687,0.9992,-2.484,6.608,4.916892,1.661,1.3369,1.615,0.301204093919326,2
2390,AUG,20020416,15594,4.7,0.0390616410980382,0.7987,-1.992,7.128,9.73263,1.631,1.1773,1.528,0.312262415695892,2
2391,AUG,20020416,15594,5.6,0.0402488835902886,0.7991,-1.992,6.879,9.693126,1.632,1.1794,1.532,0.311458333333333,2
2392,AUG,20020418,15605,1.95,0.0942185054565284,1.001,-2.088,5.736,5.64828,1.653,1.142,1.625,0.293587416817907,2
2393,AUG,20020418,15605,3.5,0.083066120906801,1.001,-2.086,6.277,7.94,1.659,1.159,1.64,0.288306208559373,2
2394,AUG,20020418,15605,5.3,0.0886526690470382,1,-2.085,6.397,7.21456,1.658,1.1569,1.638,0.288781664656212,2
2395,AUG,20020418,15606,1.45,0.119844892932596,1.013,-2.091,5.318,4.70965,1.653,1.1417,1.634,0.294494857834241,2
2396,AUG,20020418,15609,1.65,0.0966577329171357,1.01,-2.092,4.86,4.69008,1.653,1.1352,1.638,0.293768905021174,2
2397,AUG,20020418,15609,3.45,0.0729522669575873,1,-2.089,5.276,7.73636,1.662,1.1582,1.651,0.28531889290012,2
2398,AUG,20020418,15609,3.75,0.0727026295805924,1,-2.088,5.256,7.65103,1.662,1.1583,1.651,0.285198555956679,2
2399,AUG,20020418,15609,5.15,0.0707848185893178,0.9994,-2.088,5.289,6.94033,1.658,1.1515,1.642,0.287756332931242,2
2400,AUG,20020418,15610,1.6,0.101787069273344,1.011,-2.094,4.525,4.4808,1.65,1.1353,1.625,0.295939393939394,2
2401,AUG,20020418,15613,3.3,0.0696515469988304,0.9987,-2.089,11.04,12.2269,1.649,1.4075,1.573,0.308004851425106,2
2402,AUG,20020418,15614,4.25,0.149377737134164,1.197,-1.993,11.11,4.596048,1.635,1.2728,1.617,0.319327217125382,2
2403,AUG,20020418,15616,1.95,0.110528738305883,0.9991,-2.093,9.908,5.863846,1.641,1.3106,1.565,0.314259597806216,2
2404,AUG,20020418,15616,3.3,0.0681093097971985,0.9987,-2.089,11.37,12.03936,1.647,1.4041,1.575,0.308743169398907,2
2405,AUG,20020418,15616,4.3,0.0640996712489359,0.9989,-2.089,11.59,11.788555,1.653,1.4219,1.562,0.304839685420448,2
2406,AUG,20020418,15617,4.25,0.153386979938329,1.197,-1.993,11.35,4.56941,1.635,1.2725,1.618,0.318960244648318,2
2407,AUG,20020418,15618,3.3,0.0686816131203111,0.9987,-2.09,11.4,12.0363,1.648,1.4056,1.577,0.308555825242718,2
2408,AUG,20020418,15619,4.25,0.153548857666678,1.198,-1.993,11.37,4.53808,1.636,1.2738,1.618,0.319070904645477,2
2409,AUG,20020419,15632,2.725,0.160743721328046,0.8987,-2.44,7.26,2.5722,1.663,1.3433,1.644,0.298075766686711,2
2410,AUG,20020419,15634,1.85,0.0662733716868708,0.9006,-2.191,6.826,9.734,1.669,1.3588,1.664,0.292630317555422,2
2411,AUG,20020419,15634,2.825,0.131246842807172,0.8963,-2.195,6.557,2.727898,1.663,1.3195,1.638,0.296752856283824,2
2412,AUG,20020423,15650,3.3,0.0714431815691453,0.999,-2.092,10.51,12.32021,1.651,1.4082,1.57,0.30587522713507,2
2414,AUG,20020423,15651,1.9,0.104765921011859,1.002,-2.098,9.767,6.089547,1.641,1.3082,1.561,0.313954905545399,2
2415,AUG,20020423,15651,4.3,0.0726790397172492,1,-2.092,10.83,12.33595,1.657,1.4348,1.563,0.30132770066385,2
2416,AUG,20020423,15653,1.8,0.0626132951869115,0.8029,-1.998,7.092,9.54917,1.678,1.3965,1.609,0.285578069129917,2
2417,AUG,20020423,15653,2.375,0.117298531311366,0.7893,-1.999,6.322,2.67858,1.665,1.3529,1.613,0.293873873873874,2
2418,AUG,20020423,15655,3.6,0.062702700936366,0.9988,-1.893,9.592,12.24094,1.659,1.4243,1.595,0.299457504520796,2
2419,AUG,20020423,15656,1.99,0.0956769579552807,0.9967,-1.898,9.952,6.13561,1.653,1.3101,1.577,0.307743496672716,2
2422,AUG,20020423,15657,3.9,0.0543694527133857,0.998,-1.892,9.484,12.40922,1.666,1.4196,1.584,0.29765906362545,2
2423,AUG,20020425,15674,3.75,0.0375328254301594,0.8,-2.048,5.538,10.17123,1.629,1.1964,1.6,0.314057704112953,2
2424,AUG,20020425,15685,3.5,0.12990563598759,0.999,-1.993,8.672,5.802,1.654,1.3059,1.626,0.309854897218863,2
2425,AUG,20020425,15685,5.6,0.131537380306182,0.9991,-1.989,8.669,5.7373995,1.653,1.3054,1.625,0.310344827586207,2
2426,AUG,20020425,15687,4.5,0.12925501809578,0.9991,-1.992,8.545,5.77759,1.654,1.3065,1.626,0.309733978234583,2
2427,AUG,20020502,15714,4.1,0.101042971940127,0.9985,-1.985,6.157,4.81221,1.64,1.1483,1.557,0.304939024390244,2
2428,AUG,20020502,15716,3,0.144102798564712,0.7968,-1.989,7.43,2.594044,1.674,1.2257,1.563,0.290681003584229,2
2429,AUG,20020502,15716,5.25,0.125760557103646,0.7973,-1.988,6.191,2.679286,1.674,1.2249,1.562,0.290979689366786,2
2430,AUG,20020503,15733,3.45,0.0692695621595708,0.7999,-2.525,5.353,5.408797,1.624,1.1824,1.548,0.323583743842364,2
2431,AUG,20020503,15736,5,0.106075298433572,0.999,-2.19,6.743,4.794283,1.612,1.1541,1.588,0.312841191066997,2
2432,AUG,20020503,15736,7.5,0.10183329334937,0.999,-2.189,6.574,4.947817,1.612,1.1552,1.587,0.31302729528536,2
2434,AUG,20020503,15743,4.5,0.0999574792076993,0.9989,-2.191,7.027,4.908187,1.611,1.1522,1.586,0.313780260707635,2
2435,AUG,20020507,15751,3.1,0.0947700322784273,0.7985,-2.001,8.277,5.055079,1.645,1.4157,1.515,0.304133738601824,2
2436,AUG,20020507,15753,2.945,0.0907811814404075,0.7975,-1.999,7.867,4.64924,1.642,1.399,1.498,0.306699147381242,2
2437,AUG,20020507,15753,5.575,0.103176060638059,0.7987,-1.997,7.523,4.574157,1.647,1.4187,1.54,0.302489374620522,2
2438,AUG,20020507,15756,4.985,0.0934427680095651,0.7981,-1.997,7.578,4.63351,1.646,1.4092,1.52,0.304374240583232,2
2439,AUG,20020507,15759,1.85,0.129403829155709,1.005,-2.492,8.24,7.33112,1.659,1.3665,1.624,0.304400241109102,2
2440,AUG,20020507,15759,3.7,0.104264406688314,0.9996,-2.492,7.537,7.4219,1.669,1.355,1.667,0.297843019772319,2
2441,AUG,20020507,15760,3.85,0.0937749057123248,0.9991,-2.492,8.987,7.59113,1.665,1.3443,1.654,0.301261261261261,2
2442,AUG,20020514,15776,2.3,0.155597739844874,1.198,-2.338,11.37,6.7429,1.654,1.2585,1.708,0.303506650544135,2
2443,AUG,20020514,15778,2.55,0.174137106120265,0.9997,-1.992,7.584,2.82161,1.646,1.1442,1.599,0.302673147023086,2
2444,AUG,20020514,15778,4.05,0.107079608481612,0.9992,-1.988,5.6,4.8189614,1.642,1.1537,1.559,0.303410475030451,2
2445,AUG,20020514,15778,6.7,0.107966003708475,0.9977,-1.987,8.853,4.654743,1.635,1.1433,1.546,0.309480122324159,2
2446,AUG,20020514,15786,7.05,0.11321963491692,0.7982,-2.2,5.203,2.5638,1.615,1.1614,1.557,0.324829721362229,2
2447,AUG,20020514,15787,4.65,0.0632584072797895,0.7997,-2.482,5.746,6.084132,1.624,1.1801,1.552,0.323583743842364,2
2448,AUG,20020514,15787,7.15,0.11277858320008,0.7978,-2.483,5.114,2.532143,1.613,1.1617,1.552,0.326348419094854,2
2449,AUG,20020514,15788,1.6,0.111606177675261,1.213,-2.339,7.561,6.70673,1.652,1.1817,1.592,0.304237288135593,2
2450,AUG,20020514,15788,2.5,0.0995853931527775,1.199,-2.34,7.791,6.7235262,1.667,1.1729,1.572,0.294061187762447,2
2451,AUG,20020514,15788,2.625,0.0995863085034697,1.2,-2.341,7.872,6.76712,1.666,1.1725,1.57,0.294417767106843,2
2452,AUG,20020514,15789,2.7,0.101249943321796,1.2,-2.985,6.31,6.6163,1.649,1.1748,1.573,0.295997574287447,2
2453,AUG,20020514,15791,2.9,0.102494046252265,1.2,-2.983,5.989,6.541258,1.657,1.1764,1.567,0.295353047676524,2
2454,AUG,20020516,15803,4.6,0.0947298543143349,0.9989,-2.391,5.101,4.872408,1.649,1.1392,1.61,0.295087932080049,2
2455,AUG,20020516,15810,3.5,0.154106801024726,0.9987,-1.993,8.388,4.401175,1.646,1.313,1.629,0.316524908869988,2
2456,AUG,20020516,15810,5.7,0.130106452159497,0.9975,-1.993,9.464,4.36722,1.639,1.2964,1.599,0.322513727882855,2
2457,AUG,20020516,15810,6.45,0.133751575073503,0.9973,-1.993,10.02,4.49979,1.637,1.2961,1.595,0.324129505192425,2
2458,AUG,20020516,15811,3,0.169018217886652,0.9991,-1.997,8.696,4.39568,1.645,1.3142,1.618,0.317021276595745,2
2459,AUG,20020516,15811,6,0.133369912475552,0.9979,-1.993,9.63,4.51988,1.636,1.296,1.592,0.324633251833741,2
2460,AUG,20020516,15812,3,0.163454246371721,0.9988,-1.994,8.672,4.617754,1.646,1.3161,1.62,0.316464155528554,2
2461,AUG,20020516,15812,6,0.132553452025395,0.9978,-1.993,9.575,4.55689,1.636,1.2975,1.593,0.324327628361858,2
2462,AUG,20020521,15830,3.5,0.0610758903977321,0.5999,-2.491,4.08,4.432682,1.641,1.3019,1.579,0.318951858622791,2
2463,AUG,20020521,15830,4.85,0.0599932990669926,0.6,-2.491,4.02,4.411326,1.641,1.3042,1.582,0.318951858622791,2
2464,AUG,20020521,15836,3,0.137408773351541,0.9987,-1.996,6.674,4.655849,1.647,1.3097,1.618,0.315604128718883,2
2465,AUG,20020521,15836,5.525,0.137711897189481,0.9979,-1.993,8.112,4.78239,1.649,1.3108,1.629,0.313765918738629,2
2466,AUG,20020521,15837,1.525,0.152760667058302,1.012,-1.998,6.094,4.17055,1.633,1.2931,1.58,0.324556031843233,2
2467,AUG,20020521,15837,3,0.129498917205892,0.9985,-1.993,6.009,4.60383,1.647,1.3059,1.615,0.315907710989678,2
2468,AUG,20020521,15837,4.45,0.131346374783281,0.9981,-1.993,6.976,4.7873,1.65,1.3087,1.629,0.313090909090909,2
2483,AUG,20020523,15857,5.8,0.0705857205057506,0.7981,-1.992,6.869,4.563593,1.625,1.17,1.503,0.3176,2
2484,AUG,20020523,15859,5.9,0.0698440223941716,0.799,-1.991,5.93,5.534833,1.631,1.1799,1.523,0.312201103617413,2
2485,AUG,20020523,15863,4.75,0.0951288294726572,0.7976,-1.988,8.111,4.67362,1.643,1.4096,1.508,0.306695069993914,2
2486,AUG,20020523,15865,4.75,0.0878035724170554,0.7974,-1.993,8.731,4.769208,1.646,1.391,1.468,0.3044957472661,2
2487,AUG,20020604,15873,4.5,0.0974894606268405,0.9991,-2.001,6.138,4.828086,1.658,1.1616,1.527,0.306634499396864,2
2488,AUG,20020604,15875,4.75,0.0973969119061891,0.9988,-2.001,5.819,4.819737,1.668,1.166,1.526,0.305095923261391,2
2489,AUG,20020604,15877,4.4,0.0853217285101186,0.8991,-2.447,4.711,4.69977,1.659,1.3378,1.643,0.29957805907173,2
2490,AUG,20020604,15878,4.435,0.169406492512843,0.8982,-2.449,5.928,2.65321,1.656,1.332,1.629,0.301509661835749,2
2491,AUG,20020604,15880,3,0.112801380832828,0.9003,-2.447,4.677,4.6204,1.659,1.3582,1.629,0.3,2
2492,AUG,20020604,15880,6.5,0.11340059328183,0.9001,-2.447,5.214,4.6858,1.658,1.3639,1.66,0.300180940892642,2
2493,AUG,20020604,15880,7.325,0.111906713795967,0.9001,-2.446,5.22,4.6963,1.658,1.3633,1.664,0.300120627261761,2
2494,AUG,20020604,15882,4.3,0.104287253216217,0.9005,-2.447,4.342,4.8271,1.665,1.366,1.666,0.295255255255255,2
2495,AUG,20020604,15882,4.4,0.104443523316062,0.9005,-2.447,4.326,4.825,1.665,1.3662,1.666,0.295255255255255,2
2496,AUG,20020604,15884,2.2,0.0962958461211219,0.7995,-2.003,4.07,4.27817,1.642,1.1934,1.555,0.303593179049939,2
2497,AUG,20020604,15884,3.15,0.0835365264692925,0.8003,-2.001,3.879,4.24473,1.649,1.1998,1.572,0.298423286840509,2
2498,AUG,20020604,15884,4,0.0771477062260417,0.8,-2.001,3.759,4.26001,1.651,1.2001,1.577,0.296789824348879,2
2499,AUG,20020604,15884,5.05,0.072418589490919,0.8001,-2,3.646,4.221568,1.652,1.1997,1.579,0.295944309927361,2
2501,AUG,20020604,15887,3.6,0.0882370227280613,0.8,-2,4.129,4.236657,1.644,1.1966,1.552,0.30212895377129,2
2502,AUG,20020604,15888,2.2,0.0510736364587347,0.5992,-2.696,3.602,3.91939,1.648,1.1462,1.555,0.301334951456311,2
2503,AUG,20020604,15889,1.9,0.0517471460727833,0.6012,-2.696,3.528,3.85171,1.646,1.1453,1.549,0.301579586877278,2
2504,AUG,20020604,15889,3.1,0.0435949347280191,0.6004,-2.695,3.745,4.08981,1.656,1.1467,1.589,0.295169082125604,2
2505,AUG,20020604,15889,3.7,0.0387223497835206,0.5999,-2.695,3.633,4.15051,1.66,1.1455,1.601,0.292349397590361,2
2506,AUG,20020604,15889,4.5,0.0343363747754607,0.6004,-2.695,3.589,4.20305,1.66,1.1412,1.607,0.291867469879518,2
2507,AUG,20020604,15889,5.7,0.0349058876148978,0.6006,-2.695,3.719,4.263679,1.66,1.1403,1.608,0.291746987951807,2
2508,AUG,20020606,15894,4.09,0.102284741719593,0.9978,-2.001,5.835,4.673351,1.639,1.1502,1.55,0.306162294081757,2
2509,AUG,20020606,15895,5,0.105669878723827,0.9974,-2.398,5.033,4.675197,1.648,1.1411,1.603,0.296177184466019,2
2510,AUG,20020606,15902,2.9,0.109727204493937,0.9869,-2.005,10.34,4.64982,1.647,1.3408,1.59,0.312446873102611,2
2511,AUG,20020606,15904,3.85,0.0800373182846592,0.9876,-2.001,10.78,6.92154,1.655,1.4071,1.567,0.306586102719033,2
2512,AUG,20020606,15905,6.25,0.120017835996669,0.7915,-2,5.191,2.459072,1.635,1.1711,1.537,0.308746177370031,2
2513,AUG,20020606,15911,6.5,0.132795348793694,0.7923,-1.597,5.329,2.458373,1.641,1.175,1.558,0.304204753199269,2
2514,AUG,20020606,15912,5.7,0.161325359436162,0.994,-1.999,6.432,3.76562,1.648,1.3079,1.624,0.314805825242718,2
2515,AUG,20020607,15925,2.5,0.116158595806762,0.991,-2.002,9.979,4.83922,1.646,1.317,1.576,0.312940461725395,2
2516,AUG,20020607,15925,4.5,0.110161651220619,0.9903,-2.001,10.44,4.97862,1.654,1.4034,1.563,0.306469165659009,2
2517,AUG,20020607,15926,2.25,0.155348983450623,0.9946,-2.001,8.26,4.65939,1.642,1.3111,1.601,0.320280146163216,2
2518,AUG,20020607,15926,2.75,0.153788774282565,0.9946,-2.001,8.595,4.75444,1.644,1.3119,1.613,0.318248175182482,2
2519,AUG,20020607,15926,3.8,0.143935014559403,0.9932,-2.001,9.105,4.65335,1.642,1.3048,1.61,0.319853836784409,2
2520,AUG,20020607,15926,4.4,0.140517078304281,0.992,-2.001,10.2,4.59911,1.639,1.2999,1.599,0.322574740695546,2
2521,AUG,20020607,15926,5.25,0.133489863969614,0.9906,-2.001,10.17,4.5284,1.639,1.2969,1.606,0.321903599755949,2
2522,AUG,20020607,15926,5.75,0.126664483416711,0.99,-2.001,10.04,4.42765,1.638,1.2937,1.597,0.323565323565324,2
2523,AUG,20020607,15927,1.85,0.152406633697135,1.009,-2.004,8.24,4.6912,1.638,1.3058,1.592,0.322893772893773,2
2524,AUG,20020607,15927,3.4,0.14859150174543,0.9925,-2.001,10.65,4.44303,1.638,1.3017,1.601,0.322893772893773,2
2525,AUG,20020607,15927,4,0.135616978530108,0.9913,-2.001,10.3,4.53938,1.639,1.2987,1.607,0.321964612568639,2
2526,AUG,20020607,15927,6,0.14443537098066,0.9915,-2,10.87,4.327638,1.634,1.2962,1.591,0.325948592411261,2
2527,AUG,20020607,15927,6.6,0.14384163101468,0.9911,-1.999,10.93,4.31486,1.634,1.296,1.592,0.325887392900857,2
2528,AUG,20020607,15929,1.95,0.155032805841247,0.9995,-2.001,8.27,4.59217,1.638,1.3064,1.589,0.322954822954823,2
2529,AUG,20020607,15929,2.9,0.158753682051467,0.9945,-2.001,9.189,4.42688,1.641,1.3073,1.609,0.320353443022547,2
2530,AUG,20020607,15929,3.5,0.15886807152846,0.9949,-2.001,9.378,4.56937,1.642,1.3092,1.612,0.319610231425091,2
2531,AUG,20020607,15929,3.8,0.159874686514336,0.9949,-2,9.421,4.580353,1.642,1.3094,1.613,0.319305724725944,2
2532,AUG,20020607,15929,5.05,0.130168330750934,0.9894,-2.001,10.35,4.31769,1.633,1.2929,1.584,0.327311696264544,2
2533,AUG,20020607,15929,6,0.134842566741165,0.99,-2,11.12,4.30881,1.631,1.2924,1.582,0.328142244022072,2
2534,AUG,20020607,15930,4.9,0.162067155494429,0.7192,-1.847,6.933,2.45758,1.647,1.4202,1.523,0.302246508803886,2
2535,AUG,20020607,15930,5.05,0.170269785285564,0.7204,-1.847,7.064,2.42415,1.648,1.4231,1.526,0.301759708737864,2
2536,AUG,20020607,15930,5.5,0.163058077252941,0.7184,-1.847,7.115,2.47188,1.649,1.4233,1.528,0.301152213462705,2
2537,AUG,20020607,15931,2,0.157273717222755,0.9966,-2.002,8.176,4.5916,1.642,1.3087,1.598,0.319914738124239,2
2538,AUG,20020607,15931,2.725,0.125739588623667,0.9917,-2.002,8.101,4.7256,1.643,1.3006,1.612,0.318746195982958,2
2539,AUG,20020607,15931,3.95,0.143402819816808,0.9942,-2.001,8.852,4.699667,1.645,1.3063,1.62,0.316960486322188,2
2540,AUG,20020607,15931,4.945,0.127798143939141,0.9903,-2.001,10.19,4.50093,1.636,1.2949,1.594,0.324694376528117,2
2541,AUG,20020607,15931,5.245,0.133996185135818,0.9909,-2,10.61,4.3514,1.635,1.2932,1.59,0.325076452599388,2
2542,AUG,20020607,15931,6,0.136800484826516,0.9906,-1.999,11.19,4.41395,1.634,1.2934,1.59,0.325948592411261,2
2543,AUG,20020607,15931,6.7,0.134021630252193,0.9901,-1.999,11.2,4.376648,1.633,1.2925,1.587,0.326760563380282,2
2544,AUG,20020607,15932,1.89,0.152036168245405,1.006,-2.001,8.265,4.69362,1.638,1.3045,1.592,0.322649572649573,2
2545,AUG,20020607,15932,2.6,0.126950979806938,0.99,-2.001,9.635,4.69072,1.637,1.2957,1.593,0.324068417837508,2
2546,AUG,20020607,15932,3.1,0.138113847035134,0.9919,-2.001,10.35,4.60864,1.638,1.3003,1.6,0.322893772893773,2
2547,AUG,20020607,15932,3.65,0.141027137695086,0.9917,-2.001,10.52,4.539995,1.638,1.2993,1.605,0.322161172161172,2
2548,AUG,20020607,15932,4.2,0.144801065393914,0.9923,-2,10.56,4.47534,1.639,1.3003,1.609,0.321354484441733,2
2549,AUG,20020607,15932,6,0.144770104671737,0.9915,-1.999,10.93,4.347783,1.633,1.2957,1.59,0.32639314145744,2
2550,AUG,20020607,15932,6.7,0.147259637612965,0.9918,-1.999,11.04,4.332219,1.633,1.2964,1.591,0.32639314145744,2
2551,AUG,20020611,15937,2.75,0.153906316683213,0.9941,-1.993,7.858,4.45202,1.643,1.3077,1.612,0.318320146074254,2
2552,AUG,20020611,15937,5.4,0.158131997102592,0.9948,-1.993,7.612,4.36252,1.65,1.312,1.632,0.313212121212121,2
2553,AUG,20020611,15940,2.95,0.095849732355082,0.9859,-1.998,9.26,4.65729,1.618,1.2861,1.571,0.339307787391842,2
2554,AUG,20020611,15947,2.15,0.131885832521908,0.9953,-1.993,7.968,6.162,1.633,1.3209,1.61,0.327311696264544,2
2555,AUG,20020611,15947,3.75,0.113301974260878,0.9946,-1.993,7.447,6.32034,1.639,1.3178,1.634,0.32202562538133,2
2556,AUG,20020611,15947,5.525,0.123653712283099,0.9959,-1.99,7.939,6.224431,1.639,1.3206,1.637,0.321659548505186,2
2557,AUG,20020611,15948,2.5,0.118843193188171,0.996,-1.993,7.733,6.9761,1.636,1.324,1.626,0.324327628361858,2
2558,AUG,20020611,15948,5.7,0.100579874559223,0.9951,-1.99,7.121,6.9196,1.643,1.3178,1.646,0.318928788800974,2
2559,AUG,20020611,15949,4.5,0.150086764021002,0.9944,-1.993,7.996,4.70241,1.641,1.3181,1.641,0.320353443022547,2
2560,AUG,20020611,15950,2.65,0.110911838749553,0.9957,-1.993,7.346,7.30491,1.637,1.3255,1.628,0.32327428222358,2
2561,AUG,20020611,15950,4.3,0.134246634935764,0.9917,-1.993,7.605,5.05711,1.641,1.316,1.636,0.320840950639854,2
2562,AUG,20020611,15950,5.25,0.143200309957381,0.9926,-1.992,9.032,5.162,1.636,1.3159,1.625,0.324266503667482,2
2563,AUG,20020611,15951,3.15,0.127984750472947,0.9917,-1.993,8.839,4.859954,1.629,1.3019,1.603,0.330448127685697,2
2564,AUG,20020611,15951,5,0.0931969230095942,0.9859,-1.993,9.349,5.02699,1.621,1.2895,1.579,0.336952498457742,2
2565,AUG,20020611,15952,3.5,0.125009819689822,0.9914,-1.993,8.508,4.83722,1.631,1.3031,1.611,0.328510116492949,2
2566,AUG,20020611,15952,6,0.0957310870469385,0.9875,-1.993,9.258,4.988975,1.618,1.2891,1.575,0.338689740420272,2
2567,AUG,20020611,15953,3.85,0.142300892406129,0.9918,-1.993,9.018,4.7512,1.63,1.3076,1.609,0.329079754601227,2
2568,AUG,20020611,15953,6.1,0.0956611475758618,0.9878,-1.993,9.16,5.02921,1.619,1.2888,1.576,0.338357010500309,2
2569,AUG,20020611,15954,3.5,0.0949055852713541,0.9872,-1.995,9.245,5.021833,1.618,1.2871,1.574,0.338689740420272,2
