IND,TOK,DATE,SHOT,TIME,TAUTH,IP,BT,NEL,PLTH,RGEO,DELTA1,KAPPAA,EPS,MEFF
9066,JET,20001010,52025,60.8671569824219,0.420327827658202,-2.47970390319824,-2.63374523479755,8.8048468939837,14.7764986459902,3.00349617004395,1.40148174762726,1.55146722960184,0.296864730167136,1.99577392092062
9067,JET,20001017,52136,62.6473693847656,0.398167694875655,-2.49784088134766,-2.47295459211877,7.09851391922882,12.3756886789013,2.89833068847656,1.21575337648392,1.54156829063342,0.324313617099687,1.99498130849789
9068,JET,20001019,52168,62.6473693847656,0.410387707978708,-2.50204086303711,-2.42961640095843,8.98503310032503,12.7599692344102,2.94133186340332,1.31650197505951,1.63179368083769,0.302651732534426,1.99339690364519
9069,JET,20001025,52289,64.3861694335938,0.357179897808536,-1.49329566955566,-1.50365039795685,6.28797505785561,5.26784663840601,2.87379455566406,1.20723551511765,1.56644449777908,0.309383744298784,1.99990000004273
9070,JET,20001025,52289,68.8987426757813,0.283686473602017,-1.48338222503662,-1.50106618875006,5.82291506445985,5.15164528843977,2.8724308013916,1.20303732156753,1.56351241039201,0.309940331252519,1.99990000004273
9071,JET,20001025,52290,65.13134765625,0.248621032443162,-1.48178005218506,-1.50406479298368,5.3601596474359,5.22903547950862,2.87263679504395,1.20081371068955,1.5598334322303,0.310044924303942,1.99990000004273
9073,JET,20001025,52297,62.895751953125,0.253373569713878,-1.51004981994629,-2.69186595062212,3.11394535281976,7.72537241075255,2.87505149841309,1.20764487981796,1.55747463093712,0.310285566439226,1.99324668514125
9074,JET,20001025,52298,65.3797607421875,0.19043420881233,-1.50106906890869,-2.70990586206805,4.26873690680312,8.46287293496892,2.85845184326172,1.19555920362472,1.53162427434867,0.315430800479364,1.99990000004273
9075,JET,20001025,52300,64.8829345703125,0.182057735487082,-1.49935817718506,-2.70842059342644,4.60951866110672,8.48918028503551,2.85941696166992,1.19419634342194,1.53071668355016,0.315508605497219,1.99990000004273
9077,JET,20001026,52306,59.8873596191406,0.39616500172183,-2.48468017578125,-2.64217861399029,8.36206564499459,15.7438665115392,2.99451637268066,1.48785257339477,1.59532831118321,0.300092707655914,1.99990000004273
9078,JET,20001026,52308,59.3767700195313,0.383219560365876,-2.49095344543457,-2.64299979538853,10.0279964052799,15.3733794053693,2.99230003356934,1.49101793766022,1.59789408091997,0.300198332894576,1.99990000004273
9079,JET,20001026,52309,59.1283569335938,0.375759299115546,-2.49029922485352,-2.65006500868144,10.057459798467,15.2148661768764,2.98797607421875,1.48663198947906,1.59802529021535,0.300706324685936,1.99990000004273
9080,JET,20001106,52373,69.3955688476563,0.274830039361377,-1.05760288238525,-1.12963543277857,2.86378270804956,3.64272746851812,2.95953369140625,1.23322176933289,1.60831226373236,0.297092832910557,1.97901031133697
9081,JET,20001106,52374,72.8731079101563,0.257384444747692,-1.05539894104004,-1.13150425718561,2.5324409207774,3.7353236545773,2.95700073242188,1.23386895656586,1.600495895124,0.298589484751535,1.9831218948219
9082,JET,20001106,52375,73.1215209960938,0.262031604867917,-1.05420970916748,-1.13238741327932,2.47938288766744,3.55804666948059,2.95326614379883,1.23270052671432,1.59142337707756,0.300519839675734,1.98264110432866
9083,JET,20001106,52376,73.1215209960938,0.275493260357043,-1.05469799041748,-1.13165688803179,2.49705951620487,3.52775958005214,2.96317481994629,1.24202334880829,1.58911372648601,0.300342536514592,1.98010247304735
9084,JET,20001106,52388,60.370361328125,0.455620340794186,-1.8844633102417,-1.96641932687095,5.329067217821,5.62016475531048,2.92371940612793,1.30882275104523,1.61741663358374,0.313906225638035,1.96153846925356
9085,JET,20001107,52415,71.6311645507813,0.285310028470007,-0.992875576019287,-1.04339925054967,3.06539971543019,3.1052558695058,2.91911125183105,1.27483201026917,1.59497492259005,0.318534684129883,1.96153846925356
9086,JET,20001107,52416,72.3763427734375,0.291812599950285,-0.9930419921875,-1.04077303975519,3.18804891809465,3.10116241594697,2.92014122009277,1.28099620342255,1.59464028480255,0.318999408881153,1.96153846925356
9087,JET,20001107,52417,71.8795776367188,0.28564528719312,-0.990614414215088,-1.04167802044922,3.16998350224564,3.11877035338408,2.91886711120605,1.27624881267548,1.58953657149298,0.319412779098847,1.96153846925356
9088,JET,20001108,52421,62.1505737304688,0.358085517641533,-2.40067291259766,-2.46233922101152,5.82130362021818,12.2760801467288,2.90890884399414,1.24682641029358,1.57674921305684,0.323392275684444,1.94725223590873
9089,JET,20001108,52424,60.1219787597656,0.330757943592464,-2.40870475769043,-2.47523359250711,5.56459140458364,12.8207718232996,2.89418411254883,1.21461045742035,1.54140873441019,0.325124424503719,1.99897477566461
9090,JET,20001108,52425,62.8957824707031,0.388016556906966,-2.41830635070801,-2.41996402352555,7.12707307405333,14.7222734452233,2.96574592590332,1.38200557231903,1.64326270943874,0.301320981024564,1.99403343585301
9091,JET,20001108,52426,62.8957824707031,0.415965069956594,-2.41129493713379,-2.4116471924731,7.10152921991684,13.9489388910886,2.97010231018066,1.39980244636536,1.66428246866181,0.301093027243322,1.99025020856142
9092,JET,20001108,52435,59.8735961914063,0.305494054328361,-2.39932250976563,-2.47442668184225,5.23031172224207,12.4448888621652,2.89914131164551,1.21419405937195,1.55413113924494,0.323373421448238,1.99990000004273
9093,JET,20001108,52449,62.6473999023438,0.369232460151305,-2.40495872497559,-2.45511503396409,6.11877341248042,13.2695842225275,2.92160987854004,1.25565153360367,1.58823389573073,0.320020531870097,1.99981165185868
9094,JET,20001108,52450,61.8607788085938,0.333814234122317,-2.40592575073242,-2.45921985653151,6.09994273653848,13.7378302636306,2.91443061828613,1.250195145607,1.57676082680033,0.322661928886173,1.99990000004273
9095,JET,20001108,52451,61.3639831542969,0.37329397891253,-2.41146850585938,-2.44519954879809,5.81481914044221,13.8158335066973,2.93033790588379,1.26357579231262,1.60279315164247,0.317405933969086,1.99913384136977
9096,JET,20001110,52490,59.3768005371094,0.34801713281645,-2.50810813903809,-2.47769941800753,5.59053987899916,12.2700868165257,2.88596725463867,1.19842201471329,1.57970604853438,0.305126371541983,1.96153846925356
9097,JET,20001110,52492,58.3831787109375,0.292965673482158,-2.50958061218262,-2.46290731045793,6.3538402024059,18.2521422101409,2.9029541015625,1.20916783809662,1.57385868237316,0.302665632490223,1.95274895643819
9098,JET,20001110,52494,58.8799743652344,0.337190323741786,-2.50727462768555,-2.46212078735598,6.46668703900642,16.2655792946302,2.90512657165527,1.21003198623657,1.56921876095085,0.303233553691987,2
9099,JET,20001110,52496,58.631591796875,0.395565568220341,-2.50027084350586,-2.48694185686815,7.2537262582615,9.65594027302088,2.87946891784668,1.19291561841965,1.56842286052587,0.307190275232153,2
9100,JET,20001113,52514,62.1505737304688,0.419961432539956,-2.31694412231445,-2.41255300558095,6.51169488778245,13.0381475241104,2.97092247009277,1.4443930387497,1.58515895165661,0.301419666811974,1.98459123117684
9101,JET,20001113,52515,62.1505737304688,0.341943076678054,-2.30851173400879,-2.42147550920108,6.17610282836196,16.0203405583356,2.96112251281738,1.43700003623962,1.56469632405876,0.30400130500792,1.98862489068741
9102,JET,20001113,52518,61.8607788085938,0.361926298736681,-2.3056697845459,-2.41564091824188,8.81836472974023,13.039074482165,2.9644603729248,1.41600430011749,1.56917408156914,0.302311882853965,1.99990000004273
9103,JET,20001113,52519,62.8957824707031,0.296631866535768,-2.30079460144043,-2.41456506178215,8.53914155284326,16.1008275118952,2.96573448181152,1.41246497631073,1.56861389518399,0.301806580363098,1.99990000004273
9104,JET,20001113,52520,62.8957824707031,0.358525905925618,-2.31847381591797,-2.40234122728102,6.54562317778771,15.9938629845393,2.97879219055176,1.44187247753143,1.59160408855028,0.299186967142523,1.99439434961667
9105,JET,20001113,52521,62.8957824707031,0.331288703770759,-2.31116676330566,-2.41559332286156,9.02808469801292,16.409890394695,2.96405601501465,1.4268308877945,1.57073317030897,0.30225965705696,1.99990000004273
9106,JET,20001201,52735,61.1156005859375,0.420709765961346,-2.48640251159668,-2.64099545344558,8.05677084837979,14.4555412449516,2.99533843994141,1.48529243469238,1.60732339131066,0.298667713095859,1.98583614757152
9107,JET,20001201,52736,62.3713989257813,0.38849875113768,-2.47758483886719,-2.63987744057793,10.4772304681101,16.1421504175947,2.99300765991211,1.49886071681976,1.60782492945895,0.299322010351785,1.99654006451039
9108,JET,20001201,52738,61.1156005859375,0.308331502724213,-2.46927452087402,-2.6501213184874,9.07203701562629,15.1239858540306,2.98321723937988,1.46939563751221,1.59476130980033,0.300554324788292,1.99990000004273
9109,JET,20001201,52739,61.1156005859375,0.318129907599143,-2.47319412231445,-2.65192125850416,9.57202805363185,14.8995121123055,2.98494148254395,1.46534907817841,1.59234382477139,0.300506272009221,1.99990000004273
9110,JET,20001205,52768,62.1505737304688,0.275574238341683,-1.61742305755615,-1.75033551191902,4.49077492374412,11.2912378378674,2.8771800994873,1.25775665044785,1.59107859541373,0.324280181720431,1.99
9111,JET,20001205,52769,62.3989868164063,0.225944227980242,-1.61899852752686,-1.74092755632948,3.9627560149326,12.6952203409374,2.89389419555664,1.26485621929169,1.62646680997774,0.316733443885386,1.99
9112,JET,20001205,52770,63.1441955566406,0.221286753468169,-1.61936187744141,-1.73056624433795,3.68371227833328,14.2201298904342,2.90546417236328,1.27468729019165,1.63809621438125,0.313548053567912,1.99
9113,JET,20001205,52771,62.1505737304688,0.166869379238654,-1.61045360565186,-1.74356802634662,4.35823187564828,15.5880818331816,2.88998603820801,1.25838375091553,1.61474487808086,0.319906975055851,1.99
9114,JET,20001205,52772,63.1441955566406,0.191011390751165,-1.60823917388916,-1.74563709001937,4.31924407293664,13.3418730687691,2.88744354248047,1.25230449438095,1.60997477710745,0.319367415044535,1.99
9115,JET,20001205,52773,62.8957824707031,0.160626217208697,-1.61044883728027,-1.74329867765332,4.26268167636664,15.8416072294904,2.8892650604248,1.2565233707428,1.61295690428049,0.319070350216233,1.99
9116,JET,20001205,52774,62.8957824707031,0.18278975183728,-1.61149787902832,-1.74508711095852,4.42293945435685,16.2609576100289,2.88890838623047,1.26083755493164,1.6110903751789,0.31892636436862,1.99
9117,JET,20001205,52775,62.8957824707031,0.181618134500046,-1.61794567108154,-1.74543334686392,4.51182925200207,15.8007214193402,2.88509750366211,1.26091289520264,1.60424373606907,0.321814868486641,1.99
9118,JET,20001205,52776,62.8957824707031,0.165982031592745,-1.60687351226807,-1.74904153686878,4.43739319441094,15.432913033794,2.87956047058105,1.25699532032013,1.60146045185561,0.323372428908957,1.99
9119,JET,20001205,52782,59.8735961914063,0.376241671392141,-2.48882293701172,-2.65429860680313,10.1226423661988,16.1664436065844,2.98547554016113,1.50462090969086,1.60644058501449,0.300990449442868,1.99990000004273
9120,JET,20001205,52783,61.12939453125,0.434885184929518,-2.48909759521484,-2.64806615060625,9.55465401069438,14.6358123127267,2.99152565002441,1.4966276884079,1.60514767399761,0.299314246621284,1.99990000004273
9121,JET,20001205,52785,61.8607788085938,0.376587693672736,-2.48863220214844,-2.64385313853062,9.41934195251515,17.6023196778805,2.99375152587891,1.50995969772339,1.60996110300234,0.299253689503232,1.99990000004273
9122,JET,20001207,52819,60.3703918457031,0.369625610497499,-2.52599143981934,-2.64197353638191,7.97364425088272,16.3283432724769,2.99641990661621,1.41403758525848,1.64195382915698,0.293001469776644,1.98800212246647
9123,JET,20001207,52820,59.8735961914063,0.357103609188229,-2.51838684082031,-2.64931440852089,9.18602734431969,14.9402678288336,2.98822593688965,1.41214430332184,1.62871373053886,0.296089177763835,1.99319679021661
9124,JET,20001207,52821,61.1156005859375,0.339203981705154,-2.51703453063965,-2.64473352665882,10.0428793946734,16.8564315326252,2.9893970489502,1.4138160943985,1.6276274896607,0.29560152618667,1.99697921400942
9125,JET,20001207,52822,60.6187744140625,0.328103468156638,-2.51665306091309,-2.64846909031015,9.99801228338575,16.5523322778216,2.98767471313477,1.41778540611267,1.63122143382581,0.29636214075314,1.99744060968122
9126,JET,20001207,52823,60.3703918457031,0.344365302840839,-2.51483154296875,-2.64581505644156,9.64013092424699,16.1271743261344,2.98969650268555,1.40983283519745,1.62596496677107,0.295606847247333,1.99844606204384
9127,JET,20010108,52949,69.3955688476563,0.25656912184487,-0.990493297576905,-1.012168132664,2.68058471945743,3.38909246351384,2.9206600189209,1.28515601158142,1.60101378121997,0.320234485559997,1.98220251409168
9128,JET,20010108,52950,67.6153564453125,0.362224857512233,-1.80457592010498,-1.80226949489497,4.51359902591814,7.8605121899928,2.93965148925781,1.27105975151062,1.6276795269509,0.315150490778758,1.98454330340042
9129,JET,20010108,52955,61.8607788085938,0.356298293584905,-2.00607681274414,-2.02770366685635,4.74780379872745,9.68179511721272,2.9294319152832,1.25787973403931,1.60875794250674,0.319381052774136,1.95607483364714
9130,JET,20010108,52958,64.6345825195313,0.435284066519854,-2.59905052185059,-2.62003255322322,5.94749237071477,13.1244775206665,2.94130325317383,1.27107906341553,1.60695228507458,0.317898598655072,1.98001588058575
9131,JET,20010109,52962,63.8893737792969,0.360622194736507,-1.86426544189453,-1.92969639353676,7.74703578400739,9.29002591278301,2.98943519592285,1.45337188243866,1.60547529727249,0.295432344918891,1.99070098965116
9132,JET,20010109,52963,63.8893737792969,0.301023598847326,-1.8672342300415,-1.93365376342164,7.4423391217181,11.6198815029287,2.98821640014648,1.47405064105988,1.6054600377051,0.297326171294057,1.9858142801839
9133,JET,20010109,52964,64.1377563476563,0.240190982445968,-1.86543083190918,-1.93230728813635,5.57149457838747,12.1601359545912,2.99122047424316,1.44360911846161,1.59953536905191,0.295589828478806,1.98743166985188
9134,JET,20010109,52965,64.3861694335938,0.347784055747585,-1.86818027496338,-1.93369415163044,8.2853496400921,10.262100023973,2.98986053466797,1.47457242012024,1.61279610020264,0.296455515237811,1.98441998088659
9135,JET,20010109,52968,61.6123962402344,0.29902269588192,-1.86532211303711,-1.93282299008463,5.85508061742346,9.70344455609767,2.98816299438477,1.44457161426544,1.59631171938759,0.29669637534165,1.98003388483261
9136,JET,20010109,52970,64.1377563476563,0.27160141847671,-1.58591270446777,-1.63913939905213,5.78848011949651,8.15990304464526,2.98898887634277,1.44888997077942,1.60077409708278,0.295620515975141,1.97877004399581
9137,JET,20010109,52979,62.1505737304688,0.316777407916763,-1.8677225112915,-1.93494926197493,8.12896917990607,10.8488866074393,2.98368453979492,1.46810328960419,1.60020567152525,0.297843298323222,1.97220558994792
9138,JET,20010109,52983,64.1377563476563,0.342741233405344,-1.87297058105469,-1.93518159185252,6.2756112695036,10.0970622291436,2.98939895629883,1.46662199497223,1.60408170559613,0.296546111608071,1.9693124718236
9139,JET,20010110,52988,61.6123962402344,0.409120103130404,-2.48878288269043,-2.65101262257073,9.27723227364836,14.9986457969731,2.9928092956543,1.46811652183533,1.59208328063638,0.298530871955408,1.96617334027658
9140,JET,20010110,52994,63.8893737792969,0.245477760187373,-1.99003505706787,-2.65036195411232,6.00785116103317,15.1372105842158,2.99180793762207,1.44563722610474,1.56396295378428,0.297675142119983,1.99100002137531
9141,JET,20010110,52995,63.6409912109375,0.268035634098748,-1.99335670471191,-2.64627075577315,5.47618715127324,14.8801129745194,2.99508285522461,1.45633053779602,1.57184734426537,0.297508383823074,1.99380267430296
9142,JET,20010110,52996,63.8893737792969,0.248345250900804,-1.99009132385254,-2.65270538470522,6.77519065035571,15.238991152265,2.98862648010254,1.45422530174255,1.56724718215651,0.299151318430456,1.99658248542939
9143,JET,20010110,52997,63.6409912109375,0.266127133036254,-1.99014377593994,-2.65427553808053,7.10748241567427,14.3212680871436,2.98820495605469,1.45440578460693,1.5706609542544,0.299121709602471,1.985520113336
9144,JET,20010110,52998,64.1377563476563,0.271448091042084,-1.98820114135742,-2.65927919935718,7.25948945840965,13.3323290773486,2.98851203918457,1.44569039344788,1.56711489975913,0.298602570394826,1.99810464364371
9145,JET,20010110,52999,64.1377563476563,0.2430606551243,-1.98685169219971,-2.65716401112563,7.12051470709597,15.0927047251377,2.9878101348877,1.45448327064514,1.571000013109,0.299028135180114,1.99231770661929
9146,JET,20010110,53003,63.8893737792969,0.151913231997462,-1.50715065002441,-2.65428756279349,5.14514794960105,12.9973419523531,2.99231147766113,1.46,1.28231803176841,0.299099878699645,1.98941006646173
9147,JET,20010110,53004,63.392578125,0.178683908510667,-1.50792026519775,-2.65445733766627,4.91979556480929,12.0689739991666,2.99040794372559,1.46,1.3156035942157,0.299290269703125,1.99826022580378
9148,JET,20010110,53005,63.8893737792969,0.174746235875545,-1.5083475112915,-2.65423771119392,4.57423225433883,13.0022859715802,2.98934936523438,1.46,1.3159204118927,0.299396253381654,1.9954342451078
9149,JET,20010110,53006,64.1377563476563,0.19782130590827,-1.50895977020264,-2.65081901826992,4.38125652874321,12.6857732514407,2.99069786071777,1.46,1.31479866509377,0.299261256630317,1.99264430501163
9150,JET,20010110,53008,63.6409912109375,0.175561075237341,-1.50405597686768,-2.65902525616106,3.88817921985311,12.5015362469315,2.98599052429199,1.46171963214874,1.56602336276852,0.299991248908509,1.99502219525688
9151,JET,20010110,53009,64.1377563476563,0.202065197752389,-1.5100564956665,-2.65542794353557,3.50344514793615,12.505475016044,2.98909378051758,1.48234558105469,1.57445726762377,0.29986612606611,1.99340487383176
9152,JET,20010111,53015,62.1505737304688,0.330793208737082,-2.47428321838379,-2.50200393485397,6.97507658662958,15.0301726092056,2.900634765625,1.21782839298248,1.53334202382206,0.324715045292904,1.92268913811374
9153,JET,20010111,53020,62.8957824707031,0.356937013755048,-2.4766845703125,-2.49356158149112,6.19644291386651,13.6284858809392,2.90849685668945,1.21991640329361,1.54506716710785,0.322781807212324,1.91646839787032
9154,JET,20010111,53025,63.1441955566406,0.395212134176918,-2.49739265441895,-2.47017748952166,6.57156461532881,11.7560697065789,2.90288734436035,1.2154284119606,1.55063730858813,0.321994363805883,1.9676226063191
9155,JET,20010111,53028,62.1505737304688,0.381499501684662,-2.49912643432617,-2.47258835514767,6.40063189884684,12.5818270399741,2.90009117126465,1.21485716104507,1.55032199369134,0.32270025380093,1.98275787938845
9156,JET,20010111,53030,63.392578125,0.371892328338607,-2.49425506591797,-2.47260837800106,7.7608632422383,13.190355821276,2.90045356750488,1.21753323078155,1.54413627391068,0.323608856078855,1.98870298947829
9157,JET,20010111,53032,63.8893737792969,0.390570168209012,-2.50054740905762,-2.46937523204963,6.57953739404414,12.6304809038319,2.90253639221191,1.2181881070137,1.55576828398603,0.322007997292618,1.9902621613309
9158,JET,20010111,53035,63.392578125,0.43206410558415,-2.5040225982666,-2.44570294533344,8.12460631776706,12.6639917593592,2.93517112731934,1.31055665016174,1.62069977975699,0.304295508082203,1.98779882938338
9159,JET,20010112,53041,62.1367797851563,0.413083701109758,-2.48424339294434,-2.64497186590081,9.45769291809198,15.5854406373329,2.99687385559082,1.47513270378113,1.59765356691857,0.297428757816353,1.96153846925356
9160,JET,20010112,53043,61.8745727539063,0.39785989119657,-2.48355674743652,-2.64598262180142,9.45894548173834,15.1736082210509,2.99675750732422,1.46581125259399,1.59777893206831,0.297450329819166,1.96153846925356
9161,JET,20010112,53046,61.3639831542969,0.373462176851746,-2.49433898925781,-2.64682524470041,9.55809504228467,16.4715263868141,2.99917793273926,1.45266330242157,1.62036747259489,0.295388579354414,1.96153846925356
9162,JET,20010118,53142,62.1505737304688,0.320069204811122,-2.29972267150879,-2.41227715712062,8.66012653470792,15.8745372947141,2.96367454528809,1.40992248058319,1.56001292389986,0.301901154510274,1.99094221254636
9163,JET,20010118,53143,63.1441955566406,0.311411860690855,-2.29946517944336,-2.40937212222956,9.31761689593192,14.7443711612964,2.9721851348877,1.40521442890167,1.57216494781689,0.299644447952583,1.98970981537028
9164,JET,20010118,53145,62.3713989257813,0.313030530918586,-2.2986946105957,-2.41194484231712,9.10807284951967,14.9128165161807,2.96820259094238,1.40690791606903,1.56473180551172,0.301289910698738,1.99496795814611
9165,JET,20010118,53146,61.8607788085938,0.319090861092859,-2.29862022399902,-2.41752220141131,10.0528295351002,16.3179380166649,2.96135711669922,1.41790592670441,1.55318386501031,0.304264319813681,1.99301054713503
9166,JET,20010118,53149,61.8607788085938,0.364964378254623,-2.31080436706543,-2.41327552257477,9.49224397148321,14.7354815203896,2.96408843994141,1.41284441947937,1.55814424191933,0.302102718341145,1.9924254298008
9167,JET,20010119,53166,63.8893737792969,0.43886538689777,-1.8069543838501,-1.83199087899944,4.78356871295575,6.96242709867884,2.88747596740723,1.25586867332458,1.62046823595633,0.317727458584593,1.99305949021284
9168,JET,20010119,53169,65.628173828125,0.477011198890436,-2.58950996398926,-2.64142584872026,2.58581033558034,7.05689872711945,2.90921592712402,1.24747091531753,1.56604923503698,0.327356784090917,1.9870440226365
9169,JET,20010119,53170,65.13134765625,0.396370928941619,-2.59387397766113,-2.63678646148854,2.51936113045338,8.29437725186566,2.91549301147461,1.24814593791962,1.57148320696253,0.326148893270651,1.98620328797748
9170,JET,20010119,53171,64.8829956054688,0.41623125900014,-2.59444999694824,-2.63356477561389,3.44228943158995,9.42623413799076,2.91708946228027,1.25282067060471,1.57399852165358,0.325804321316599,1.98940864420908
9171,JET,20010119,53185,62.3989868164063,0.393782207276927,-2.50533485412598,-2.62744330410275,5.70163453386964,14.7852491516252,2.92632675170898,1.26255738735199,1.59488558526037,0.318021063224872,1.99278811769172
9172,JET,20010119,53186,63.1441955566406,0.355623597679802,-2.49971580505371,-2.63594381158894,7.23344246775229,14.8558140160447,2.91592597961426,1.25285059213638,1.57838193586783,0.321253642598534,1.99292778872932
9173,JET,20010119,53186,64.6345825195313,0.358053526390924,-2.50001335144043,-2.63298094028287,7.27650813918902,15.6800053678143,2.91740608215332,1.25238525867462,1.57351824307981,0.321592437307175,1.99316834827373
9174,JET,20010119,53190,63.392578125,0.289749158336587,-2.49532699584961,-2.64205464166345,6.85705764733201,16.1249669919421,2.91608810424805,1.24942857027054,1.58027922046403,0.320872278218553,1.99182374460179
9175,JET,20010119,53191,64.3861694335938,0.3211700214053,-2.49209022521973,-2.63576225591534,7.40453703234586,15.8174494833171,2.91551208496094,1.25056737661362,1.57597734480468,0.321493384658059,1.99313328314381
9176,JET,20010122,53193,63.1441955566406,0.358016328587388,-2.50255584716797,-2.41611840973866,6.02378968158941,14.5915456285822,2.96130180358887,1.32946419715881,1.67968513542163,0.304100446033203,1.98339725938913
9177,JET,20010122,53194,62.3989868164063,0.336757594206353,-2.5020866394043,-2.41801346396083,5.86988620119844,15.598384711838,2.96331214904785,1.33053576946259,1.6824297371004,0.303638449076324,1.98850903968963
9178,JET,20010124,53260,64.8829956054688,0.420237160181947,-1.80649948120117,-1.82272270899271,4.43045835467223,7.20357487351361,2.90351486206055,1.26025068759918,1.64506344139136,0.312214818843864,1.96023863657599
9179,JET,20010124,53261,59.8735961914063,0.431629486252044,-3.19010734558105,-3.23921125876731,3.58456623622416,9.71742717276968,2.91791915893555,1.23513323068619,1.56894382917568,0.323044390553198,1.96217759372042
9180,JET,20010124,53262,63.392578125,0.345832445158063,-2.50657653808594,-2.49078945360423,4.67833225603805,11.4868694985455,2.87462425231934,1.20494371652603,1.54114151794432,0.330163403181276,1.97966156915302
9181,JET,20010124,53263,63.8893737792969,0.40134500446291,-2.50375938415527,-2.45978616762832,6.29002278831118,12.8474659590617,2.90964889526367,1.22329652309418,1.55810041285153,0.319904568618428,1.9764181779289
9182,JET,20010126,53297,60.3703918457031,0.41466420614229,-2.48789024353027,-2.63984772989336,8.08565721786472,15.234421480456,3.00225257873535,1.47001242637634,1.60028324761769,0.296273772350854,1.9843823649322
9183,JET,20010126,53298,60.6187744140625,0.411618376345262,-2.4849910736084,-2.6353394083415,7.67064347532811,15.3714458914979,3.00026321411133,1.47432827949524,1.60348961208868,0.296929374533535,1.98291571011648
9184,JET,20010126,53299,61.3777770996094,0.390085591214219,-2.4831600189209,-2.64513577316726,11.1132865098576,15.9151783549678,2.99588775634766,1.46670377254486,1.60028015016298,0.297194004232486,1.99136229038199
9185,JET,20010126,53300,61.8607788085938,0.414433999514911,-2.41102027893066,-2.42814671302489,6.69388660333284,14.7107729639617,2.94753456115723,1.33458232879639,1.66025311826005,0.304811606638466,1.97823360584789
9186,JET,20010126,53301,61.6261901855469,0.358732504935023,-2.47497749328613,-2.64329733381338,10.8921597681537,15.6314654758815,2.99846267700195,1.4587813615799,1.60173227539822,0.29657509455758,1.9945586561437
9187,JET,20010126,53306,63.1441955566406,0.389433672768592,-2.00665664672852,-2.64197108030167,6.2042397707214,11.6381378384807,2.99744415283203,1.51548743247986,1.5588947434552,0.294271993300771,1.99006319553034
9188,JET,20010126,53308,61.8607788085938,0.418293655568833,-2.49032211303711,-2.64510277147516,9.0144894566378,14.8068770262134,2.99349403381348,1.46526050567627,1.59271893699985,0.298196887705461,1.98943676910268
9189,JET,20010126,53311,60.3703918457031,0.33894799953384,-2.40840911865234,-2.44500374801121,8.59453582825992,14.889856320635,2.92869758605957,1.31488335132599,1.61785110503034,0.312677102484498,1.99336833628274
9190,JET,20010126,53313,62.1505737304688,0.366027683453639,-2.50797843933105,-2.49085504491285,5.62770513123659,11.4540920833576,2.87655448913574,1.19511443376541,1.58574536094763,0.307332262258951,1.99045359838208
9191,JET,20010126,53320,61.6261901855469,0.352255358278813,-2.47929573059082,-2.4862208098047,8.19444729636339,8.43230446199106,2.87848281860352,1.18737429380417,1.55934393274451,0.305169982652532,1.99558418450441
9192,JET,20010209,53549,61.8607788085938,0.291291208561003,-2.30495071411133,-2.41873822385778,7.72671329068888,15.6744139861385,2.96622657775879,1.40103244781494,1.56984673534883,0.300469663191562,1.99370006298723
9193,JET,20010209,53550,61.3777770996094,0.301352447830555,-2.30596160888672,-2.41424249308631,9.37648738731095,18.0979107153227,2.9636402130127,1.42183327674866,1.55685815968853,0.303402752347308,1.98306597348624
9194,JET,20010220,53717,62.8957824707031,0.385893919152967,-2.49709129333496,-2.4666471987972,6.47792492745159,12.9276787702975,2.9000358581543,1.21849691867828,1.54090962872235,0.322772178572979,1.99402381389435
9199,JET,20010319,54133,60.3703918457031,0.140632116797159,-1.05422306060791,-0.999825784812876,2.36539077758789,6.08290108631883,2.92471122741699,1.25024765729904,1.59544355480874,0.319804113888761,3.04981467747578
9214,JET,20010322,54190,62.3713989257813,0.215340508791736,-1.99172306060791,-2.02957709772539,4.59077453613281,12.636953511535,2.92306709289551,1.25199645757675,1.59136217346155,0.321200936491251,2.7713430739049
9216,JET,20010326,54214,58.8799743652344,0.291049623715775,-1.9741735458374,-1.92089120886923,7.32199859619141,11.8247077771427,3.0086669921875,1.42061519622803,1.57908559436443,0.292694249046537,3.18817257041781
9220,JET,20020321,55211,63.8893737792969,0.401710374014656,-1.96824264526367,-2.2948975610137,3.98758888244629,7.07051876810098,2.93087387084961,1.34663045406342,1.56833485219754,0.319294367775549,1.98278523884011
9221,JET,20020321,55212,60.1219787597656,0.322889429939839,-1.97572898864746,-2.29574557991858,4.40530014038086,9.14310079984518,2.93756484985352,1.31787621974945,1.56638168318542,0.319429204028231,1.98078743584035
9222,JET,20020412,55418,60.6187744140625,0.333388267060878,-1.96913719177246,-2.06343392093331,2.23802185058594,4.27484163456126,2.92388725280762,1.28082847595215,1.55345366633168,0.317711041195491,1.97795127732494
9223,JET,20020412,55419,68.1121826171875,0.237055763295743,-1.18612480163574,-1.22521556581941,2.66741180419922,5.24587626333264,2.94646263122559,1.32961130142212,1.58162363646014,0.31037063170194,1.97831085583211
9224,JET,20020412,55421,68.8987426757813,0.208522004280645,-1.19822216033936,-1.21550437839203,4.15357208251953,6.77352226464565,2.96052551269531,1.32705342769623,1.60637179737695,0.305832712696049,1.97560647413006
9225,JET,20020412,55422,68.8987426757813,0.218263501195065,-1.19756889343262,-1.2255951507054,3.85471534729004,6.71827266784103,2.94647598266602,1.32209348678589,1.57197950584899,0.310806983678167,1.99126580486234
