group,estimator,score,n_train_rows,n_held_out_rows,mahalanobis,n_features_outside_train_range,fraction_above_train_max,fraction_below_train_min,log_target_headroom,prediction_bounded_by_train_range,n_features
Betula alleghaniensis,random_forest,0.48892993244915806,3290,309,1.6927318558058264,0,0.0,0.012944983818770227,-4.539201682042382,True,3
Betula alleghaniensis,hist_gradient_boosting,0.491061917949801,3290,309,1.6927318558058264,0,0.0,0.012944983818770227,-4.539201682042382,True,3
Goupia glabra Aubl. ,powerlaw_loglinear,0.3299362902089881,3511,88,2.1174252108307305,0,0.0,0.0,-10.12473083902838,True,3
Goupia glabra Aubl. ,random_forest,0.3734478126477817,3511,88,2.1174252108307305,0,0.0,0.0,-10.12473083902838,True,3
Goupia glabra Aubl. ,hist_gradient_boosting,0.35945425226859073,3511,88,2.1174252108307305,0,0.0,0.0,-10.12473083902838,True,3
Jacaranda copaia (Aubl.) D. Don ,powerlaw_loglinear,0.3979774854813137,3498,101,0.9316156066137445,0,0.0,0.0,-9.62198535759035,True,3
Jacaranda copaia (Aubl.) D. Don ,random_forest,0.4199091303148892,3498,101,0.9316156066137445,0,0.0,0.0,-9.62198535759035,True,3
Jacaranda copaia (Aubl.) D. Don ,hist_gradient_boosting,0.4251434765507282,3498,101,0.9316156066137445,0,0.0,0.0,-9.62198535759035,True,3
Qualea rosea Aubl.,powerlaw_loglinear,0.28296488040812146,3544,55,1.513132537351108,0,0.0,0.0,-11.030319767803759,True,3
Qualea rosea Aubl.,random_forest,0.38216977577389605,3544,55,1.513132537351108,0,0.0,0.0,-11.030319767803759,True,3
Qualea rosea Aubl.,hist_gradient_boosting,0.35148609317048096,3544,55,1.513132537351108,0,0.0,0.0,-11.030319767803759,True,3
Recordoxylon speciosum (Benoist) ,powerlaw_loglinear,0.26327124391331935,3488,111,1.0671841244337177,0,0.0,0.0,-10.758447870389558,True,3
Recordoxylon speciosum (Benoist) ,random_forest,0.30095832349542656,3488,111,1.0671841244337177,0,0.0,0.0,-10.758447870389558,True,3
Recordoxylon speciosum (Benoist) ,hist_gradient_boosting,0.27415756202639324,3488,111,1.0671841244337177,0,0.0,0.0,-10.758447870389558,True,3
Dicorynia guianensis Amshoff ,powerlaw_loglinear,0.31403775484183266,3488,111,0.3636413094389081,0,0.0,0.0,-9.863551536457596,True,3
Dicorynia guianensis Amshoff ,random_forest,0.392223278706578,3488,111,0.3636413094389081,0,0.0,0.0,-9.863551536457596,True,3
Dicorynia guianensis Amshoff ,hist_gradient_boosting,0.3761584777495543,3488,111,0.3636413094389081,0,0.0,0.0,-9.863551536457596,True,3
Sextonia rubra (Mez) van der Werff,powerlaw_loglinear,0.1995887174763991,3520,79,0.4588653711326142,0,0.0,0.0,-10.222616059888432,True,3
Sextonia rubra (Mez) van der Werff,random_forest,0.28819031083484475,3520,79,0.4588653711326142,0,0.0,0.0,-10.222616059888432,True,3
Sextonia rubra (Mez) van der Werff,hist_gradient_boosting,0.24718120023115872,3520,79,0.4588653711326142,0,0.0,0.0,-10.222616059888432,True,3
Virola michelii Heckel,powerlaw_loglinear,0.4390607792559462,3482,117,0.9630547795658253,0,0.0,0.0,-9.695068214328828,True,3
Virola michelii Heckel,random_forest,0.4793936754628987,3482,117,0.9630547795658253,0,0.0,0.0,-9.695068214328828,True,3
Virola michelii Heckel,hist_gradient_boosting,0.4569387519436886,3482,117,0.9630547795658253,0,0.0,0.0,-9.695068214328828,True,3
Eperua falcata Aubl.,powerlaw_loglinear,0.29885414245899505,3484,115,0.18906590559046085,0,0.0,0.0,-8.942529358582679,True,3
Eperua falcata Aubl.,random_forest,0.4436432227502728,3484,115,0.18906590559046085,0,0.0,0.0,-8.942529358582679,True,3
Eperua falcata Aubl.,hist_gradient_boosting,0.40927504534050013,3484,115,0.18906590559046085,0,0.0,0.0,-8.942529358582679,True,3
Eperua grandiflora (Aubl.) Benth. ,powerlaw_loglinear,0.29691751259954363,3510,89,0.7204226585956417,0,0.0,0.0,-8.210147023587188,True,3
Eperua grandiflora (Aubl.) Benth. ,random_forest,0.3785252844760149,3510,89,0.7204226585956417,0,0.0,0.0,-8.210147023587188,True,3
Eperua grandiflora (Aubl.) Benth. ,hist_gradient_boosting,0.3892987466711154,3510,89,0.7204226585956417,0,0.0,0.0,-8.210147023587188,True,3
Cedrela odorata,powerlaw_loglinear,0.5267305594628343,3532,67,1.1075151021414762,0,0.0,0.0,-2.163579528658009,True,3
Cedrela odorata,random_forest,0.4354093833356651,3532,67,1.1075151021414762,0,0.0,0.0,-2.163579528658009,True,3
Cedrela odorata,hist_gradient_boosting,0.44573522357721934,3532,67,1.1075151021414762,0,0.0,0.0,-2.163579528658009,True,3
Fagus grandifolia,powerlaw_loglinear,0.5021720959477589,3383,216,1.043029393949098,0,0.0,0.0,-9.095173905054882,True,3
Fagus grandifolia,random_forest,0.4758939337004947,3383,216,1.043029393949098,0,0.0,0.0,-9.095173905054882,True,3
Fagus grandifolia,hist_gradient_boosting,0.4701383138534214,3383,216,1.043029393949098,0,0.0,0.0,-9.095173905054882,True,3
Eucalyptus saligna,powerlaw_loglinear,0.4739357475916681,3383,216,1.2323649494827047,0,0.0,0.0,-6.831827021211907,True,3
Eucalyptus saligna,random_forest,0.49826323520602384,3383,216,1.2323649494827047,0,0.0,0.0,-6.831827021211907,True,3
Eucalyptus saligna,hist_gradient_boosting,0.45101957098780143,3383,216,1.2323649494827047,0,0.0,0.0,-6.831827021211907,True,3
Eucalyptus sideroxylon,powerlaw_loglinear,0.5056875941809313,3492,107,1.6118111895134535,0,0.0,0.0,-7.645848832386245,True,3
Eucalyptus sideroxylon,random_forest,0.594674944663884,3492,107,1.6118111895134535,0,0.0,0.0,-7.645848832386245,True,3
Eucalyptus sideroxylon,hist_gradient_boosting,0.6248121236894644,3492,107,1.6118111895134535,0,0.0,0.0,-7.645848832386245,True,3
Aspidosperma ramiflorum,powerlaw_loglinear,0.30171200588594577,3530,69,0.9134084247619352,0,0.0,0.0,-10.123506955669036,True,3
Aspidosperma ramiflorum,random_forest,0.3729184179318435,3530,69,0.9134084247619352,0,0.0,0.0,-10.123506955669036,True,3
Aspidosperma ramiflorum,hist_gradient_boosting,0.35227561442990957,3530,69,0.9134084247619352,0,0.0,0.0,-10.123506955669036,True,3
Aspidosperma tambopatense,powerlaw_loglinear,0.39647460861463807,3481,118,1.1318502448375496,0,0.0,0.0,-9.245144744057024,True,3
Aspidosperma tambopatense,random_forest,0.3876926578428026,3481,118,1.1318502448375496,0,0.0,0.0,-9.245144744057024,True,3
Aspidosperma tambopatense,hist_gradient_boosting,0.3957537010642379,3481,118,1.1318502448375496,0,0.0,0.0,-9.245144744057024,True,3
Pouteria sp.,powerlaw_loglinear,0.4215388243846636,3485,114,0.8196650339881392,0,0.0,0.0,-9.341951505976827,True,3
Pouteria sp.,random_forest,0.5033227256064391,3485,114,0.8196650339881392,0,0.0,0.0,-9.341951505976827,True,3
Pouteria sp.,hist_gradient_boosting,0.49785991071650465,3485,114,0.8196650339881392,0,0.0,0.0,-9.341951505976827,True,3
Euterpe precatoria,powerlaw_loglinear,0.1948419669016615,3560,39,2.525558995963002,0,0.0,0.0,-10.96905900555696,True,3
Euterpe precatoria,random_forest,0.570728804677366,3560,39,2.525558995963002,0,0.0,0.0,-10.96905900555696,True,3
Euterpe precatoria,hist_gradient_boosting,0.37778385571061696,3560,39,2.525558995963002,0,0.0,0.0,-10.96905900555696,True,3
Cedrelinga catanaeformis,powerlaw_loglinear,0.21664361333390844,3542,57,0.7122307389057191,0,0.0,0.0,-8.983199386249293,True,3
Cedrelinga catanaeformis,random_forest,0.29616695190296816,3542,57,0.7122307389057191,0,0.0,0.0,-8.983199386249293,True,3
Cedrelinga catanaeformis,hist_gradient_boosting,0.2800470567062284,3542,57,0.7122307389057191,0,0.0,0.0,-8.983199386249293,True,3
Tachigali vasquezii,powerlaw_loglinear,0.3649308831757116,3530,69,1.2824248807246115,0,0.0,0.0,-8.329100866605359,True,3
Tachigali vasquezii,random_forest,0.5187925079884754,3530,69,1.2824248807246115,0,0.0,0.0,-8.329100866605359,True,3
Tachigali vasquezii,hist_gradient_boosting,0.49004277888919995,3530,69,1.2824248807246115,0,0.0,0.0,-8.329100866605359,True,3
Berholletia excelsa,powerlaw_loglinear,0.2971562048520173,3544,55,0.8270730532871795,0,0.0,0.0,-7.585655687695272,True,3
Berholletia excelsa,random_forest,0.3588513842680463,3544,55,0.8270730532871795,0,0.0,0.0,-7.585655687695272,True,3
Berholletia excelsa,hist_gradient_boosting,0.335437668823681,3544,55,0.8270730532871795,0,0.0,0.0,-7.585655687695272,True,3
Cecropia ficifolia,powerlaw_loglinear,0.48222847092811355,3544,55,1.2067738368454388,0,0.0,0.0,-8.92440357996254,True,3
Cecropia ficifolia,random_forest,0.44655062420235486,3544,55,1.2067738368454388,0,0.0,0.0,-8.92440357996254,True,3
Cecropia ficifolia,hist_gradient_boosting,0.4834535374095802,3544,55,1.2067738368454388,0,0.0,0.0,-8.92440357996254,True,3
Bellucia pentamera,powerlaw_loglinear,0.5395981140079888,3539,60,1.2508362656583634,0,0.0,0.0,-9.23187563756538,True,3
Bellucia pentamera,random_forest,0.619127250957812,3539,60,1.2508362656583634,0,0.0,0.0,-9.23187563756538,True,3
Bellucia pentamera,hist_gradient_boosting,0.6305919862197783,3539,60,1.2508362656583634,0,0.0,0.0,-9.23187563756538,True,3
Theobroma speciosum,powerlaw_loglinear,0.2993656000276018,3527,72,0.7864021989026102,0,0.0,0.0,-10.892309023940399,True,3
Theobroma speciosum,random_forest,0.3146259711131741,3527,72,0.7864021989026102,0,0.0,0.0,-10.892309023940399,True,3
Theobroma speciosum,hist_gradient_boosting,0.30754541328393636,3527,72,0.7864021989026102,0,0.0,0.0,-10.892309023940399,True,3
Schizolobium amazonicum,powerlaw_loglinear,0.23903942116460325,3539,60,0.8262326353055276,0,0.0,0.0,-8.381542873483024,True,3
Schizolobium amazonicum,random_forest,0.36619279220947876,3539,60,0.8262326353055276,0,0.0,0.0,-8.381542873483024,True,3
Schizolobium amazonicum,hist_gradient_boosting,0.34808737059627604,3539,60,0.8262326353055276,0,0.0,0.0,-8.381542873483024,True,3
Swietenia macrophylla,powerlaw_loglinear,0.2002488577420651,3540,59,0.7944496736531005,0,0.0,0.0,-9.004657013587757,True,3
Swietenia macrophylla,random_forest,0.25805611596749295,3540,59,0.7944496736531005,0,0.0,0.0,-9.004657013587757,True,3
Swietenia macrophylla,hist_gradient_boosting,0.22309293502514732,3540,59,0.7944496736531005,0,0.0,0.0,-9.004657013587757,True,3
Amburana cearensis,powerlaw_loglinear,0.28831721768861873,3541,58,0.8565148495991419,0,0.0,0.0,-8.668714923992805,True,3
Amburana cearensis,random_forest,0.31465964770521504,3541,58,0.8565148495991419,0,0.0,0.0,-8.668714923992805,True,3
Amburana cearensis,hist_gradient_boosting,0.31096046353058143,3541,58,0.8565148495991419,0,0.0,0.0,-8.668714923992805,True,3
Cariniana micrantha,powerlaw_loglinear,0.2194767116224875,3529,70,1.4931189547013994,0,0.0,0.0,-9.224239561210176,True,3
Cariniana micrantha,random_forest,0.38126782695058287,3529,70,1.4931189547013994,0,0.0,0.0,-9.224239561210176,True,3
Cariniana micrantha,hist_gradient_boosting,0.3643061368004702,3529,70,1.4931189547013994,0,0.0,0.0,-9.224239561210176,True,3
Pinus sylvestris,powerlaw_loglinear,0.5938246860403998,3548,51,1.6479295813792696,0,0.0,0.0,-4.536166484575648,True,3
Pinus sylvestris,random_forest,0.6242299750426985,3548,51,1.6479295813792696,0,0.0,0.0,-4.536166484575648,True,3
Pinus sylvestris,hist_gradient_boosting,0.6211502607661077,3548,51,1.6479295813792696,0,0.0,0.0,-4.536166484575648,True,3
Betula pendula,powerlaw_loglinear,0.33608685907999125,3429,170,1.1955107141052463,0,0.0,0.0,-10.689437414707282,True,3
Betula pendula,random_forest,0.38168140269486495,3429,170,1.1955107141052463,0,0.0,0.0,-10.689437414707282,True,3
Betula pendula,hist_gradient_boosting,0.36350458981561,3429,170,1.1955107141052463,0,0.0,0.0,-10.689437414707282,True,3
Betula pubescens,powerlaw_loglinear,0.3194640207670255,3443,156,1.9264096272667035,0,0.0,0.0,-11.391144994901165,True,3
Betula pubescens,random_forest,0.448052556219417,3443,156,1.9264096272667035,0,0.0,0.0,-11.391144994901165,True,3
Betula pubescens,hist_gradient_boosting,0.3926471120733204,3443,156,1.9264096272667035,0,0.0,0.0,-11.391144994901165,True,3
Pinus taeda,powerlaw_loglinear,0.3173333136013257,3535,64,5.0962148736869795,1,0.0,0.0,-2.12453423734365,True,4
Pinus taeda,random_forest,0.22451993586981386,3535,64,5.0962148736869795,1,0.0,0.0,-2.12453423734365,True,4
Pinus taeda,hist_gradient_boosting,0.7478429506059283,3535,64,5.0962148736869795,1,0.0,0.0,-2.12453423734365,True,4
Acer saccharum,powerlaw_loglinear,0.5085484983211245,3315,284,0.8225721120044285,0,0.0,0.0,-5.081170288042745,True,4
Acer saccharum,random_forest,0.5012835010476938,3315,284,0.8225721120044285,0,0.0,0.0,-5.081170288042745,True,4
Acer saccharum,hist_gradient_boosting,0.5034406867312349,3315,284,0.8225721120044285,0,0.0,0.0,-5.081170288042745,True,4
Betula alleghaniensis,powerlaw_loglinear,0.3111451815096644,3290,309,2.2508799930993777,0,0.0,0.012944983818770227,-4.539201682042382,True,4
Betula alleghaniensis,random_forest,0.38796202096760407,3290,309,2.2508799930993777,0,0.0,0.012944983818770227,-4.539201682042382,True,4
Betula alleghaniensis,hist_gradient_boosting,0.38337470991453937,3290,309,2.2508799930993777,0,0.0,0.012944983818770227,-4.539201682042382,True,4
Goupia glabra Aubl. ,powerlaw_loglinear,0.1660720713588116,3511,88,2.5698942114285166,0,0.0,0.0,-10.12473083902838,True,4
Goupia glabra Aubl. ,random_forest,0.19640927202574707,3511,88,2.5698942114285166,0,0.0,0.0,-10.12473083902838,True,4
Goupia glabra Aubl. ,hist_gradient_boosting,0.2888227045699249,3511,88,2.5698942114285166,0,0.0,0.0,-10.12473083902838,True,4
Jacaranda copaia (Aubl.) D. Don ,powerlaw_loglinear,0.2728141096699635,3498,101,1.0327230308071818,0,0.0,0.0,-9.62198535759035,True,4
Jacaranda copaia (Aubl.) D. Don ,random_forest,0.26296980222583183,3498,101,1.0327230308071818,0,0.0,0.0,-9.62198535759035,True,4
Jacaranda copaia (Aubl.) D. Don ,hist_gradient_boosting,0.26981189354737334,3498,101,1.0327230308071818,0,0.0,0.0,-9.62198535759035,True,4
Qualea rosea Aubl.,powerlaw_loglinear,0.24877301648992717,3544,55,1.6819984256610168,0,0.0,0.0,-11.030319767803759,True,4
Qualea rosea Aubl.,random_forest,0.31722073173957105,3544,55,1.6819984256610168,0,0.0,0.0,-11.030319767803759,True,4
Qualea rosea Aubl.,hist_gradient_boosting,0.3284785618916545,3544,55,1.6819984256610168,0,0.0,0.0,-11.030319767803759,True,4
Recordoxylon speciosum (Benoist) ,powerlaw_loglinear,0.20971571601078282,3488,111,1.2762689115920856,0,0.0,0.0,-10.758447870389558,True,4
Recordoxylon speciosum (Benoist) ,random_forest,0.21697187151953043,3488,111,1.2762689115920856,0,0.0,0.0,-10.758447870389558,True,4
Recordoxylon speciosum (Benoist) ,hist_gradient_boosting,0.21869457793631045,3488,111,1.2762689115920856,0,0.0,0.0,-10.758447870389558,True,4
Dicorynia guianensis Amshoff ,powerlaw_loglinear,0.20072899454834375,3488,111,0.702400791786059,0,0.0,0.0,-9.863551536457596,True,4
Dicorynia guianensis Amshoff ,random_forest,0.1834408122572366,3488,111,0.702400791786059,0,0.0,0.0,-9.863551536457596,True,4
Dicorynia guianensis Amshoff ,hist_gradient_boosting,0.1821407915947942,3488,111,0.702400791786059,0,0.0,0.0,-9.863551536457596,True,4
Sextonia rubra (Mez) van der Werff,powerlaw_loglinear,0.22629229588123695,3520,79,0.6358931602867973,0,0.0,0.0,-10.222616059888432,True,4
Sextonia rubra (Mez) van der Werff,random_forest,0.26547365538149437,3520,79,0.6358931602867973,0,0.0,0.0,-10.222616059888432,True,4
Sextonia rubra (Mez) van der Werff,hist_gradient_boosting,0.21836304461244493,3520,79,0.6358931602867973,0,0.0,0.0,-10.222616059888432,True,4
Virola michelii Heckel,powerlaw_loglinear,0.40258580059487487,3482,117,0.9746936400106748,0,0.0,0.0,-9.695068214328828,True,4
Virola michelii Heckel,random_forest,0.3700358943525505,3482,117,0.9746936400106748,0,0.0,0.0,-9.695068214328828,True,4
Virola michelii Heckel,hist_gradient_boosting,0.35872313506398373,3482,117,0.9746936400106748,0,0.0,0.0,-9.695068214328828,True,4
Eperua falcata Aubl.,powerlaw_loglinear,0.20334334390568193,3484,115,0.6755905804726515,0,0.0,0.0,-8.942529358582679,True,4
Eperua falcata Aubl.,random_forest,0.24614303461106302,3484,115,0.6755905804726515,0,0.0,0.0,-8.942529358582679,True,4
Eperua falcata Aubl.,hist_gradient_boosting,0.24946692834030199,3484,115,0.6755905804726515,0,0.0,0.0,-8.942529358582679,True,4
Eperua grandiflora (Aubl.) Benth. ,powerlaw_loglinear,0.14967319333250834,3510,89,1.2516900303375142,0,0.0,0.0,-8.210147023587188,True,4
Eperua grandiflora (Aubl.) Benth. ,random_forest,0.15927973241049398,3510,89,1.2516900303375142,0,0.0,0.0,-8.210147023587188,True,4
Eperua grandiflora (Aubl.) Benth. ,hist_gradient_boosting,0.1868611475502393,3510,89,1.2516900303375142,0,0.0,0.0,-8.210147023587188,True,4
Cedrela odorata,powerlaw_loglinear,0.2964017220716338,3532,67,1.677402861170573,0,0.0,0.0,-2.163579528658009,True,4
Cedrela odorata,random_forest,0.26995601304364236,3532,67,1.677402861170573,0,0.0,0.0,-2.163579528658009,True,4
Cedrela odorata,hist_gradient_boosting,0.260785917859099,3532,67,1.677402861170573,0,0.0,0.0,-2.163579528658009,True,4
Fagus grandifolia,powerlaw_loglinear,0.4460674665550143,3383,216,1.260377577306909,0,0.0,0.0,-9.095173905054882,True,4
Fagus grandifolia,random_forest,0.4483193426025481,3383,216,1.260377577306909,0,0.0,0.0,-9.095173905054882,True,4
Fagus grandifolia,hist_gradient_boosting,0.4398485209263266,3383,216,1.260377577306909,0,0.0,0.0,-9.095173905054882,True,4
Eucalyptus saligna,powerlaw_loglinear,0.3581245461589674,3383,216,1.2377361296783536,0,0.0,0.0,-6.831827021211907,True,4
Eucalyptus saligna,random_forest,0.43834330344019756,3383,216,1.2377361296783536,0,0.0,0.0,-6.831827021211907,True,4
Eucalyptus saligna,hist_gradient_boosting,0.38528371728693805,3383,216,1.2377361296783536,0,0.0,0.0,-6.831827021211907,True,4
Eucalyptus sideroxylon,powerlaw_loglinear,0.1763903940141726,3492,107,2.628171217883364,0,0.0,0.0,-7.645848832386245,True,4
Eucalyptus sideroxylon,random_forest,0.381659427368448,3492,107,2.628171217883364,0,0.0,0.0,-7.645848832386245,True,4
Eucalyptus sideroxylon,hist_gradient_boosting,0.31832395960840987,3492,107,2.628171217883364,0,0.0,0.0,-7.645848832386245,True,4
Aspidosperma ramiflorum,powerlaw_loglinear,0.30397039703692624,3530,69,1.8735819546965227,0,0.0,0.0,-10.123506955669036,True,4
Aspidosperma ramiflorum,random_forest,0.3583063063499275,3530,69,1.8735819546965227,0,0.0,0.0,-10.123506955669036,True,4
Aspidosperma ramiflorum,hist_gradient_boosting,0.38752093317972486,3530,69,1.8735819546965227,0,0.0,0.0,-10.123506955669036,True,4
Aspidosperma tambopatense,powerlaw_loglinear,0.3847575572046947,3481,118,1.1428006460587699,0,0.0,0.0,-9.245144744057024,True,4
Aspidosperma tambopatense,random_forest,0.35683687431341327,3481,118,1.1428006460587699,0,0.0,0.0,-9.245144744057024,True,4
Aspidosperma tambopatense,hist_gradient_boosting,0.3233519394878188,3481,118,1.1428006460587699,0,0.0,0.0,-9.245144744057024,True,4
Pouteria sp.,powerlaw_loglinear,0.28006831263922116,3485,114,1.22369111385457,0,0.0,0.0,-9.341951505976827,True,4
Pouteria sp.,random_forest,0.32583961492286295,3485,114,1.22369111385457,0,0.0,0.0,-9.341951505976827,True,4
Pouteria sp.,hist_gradient_boosting,0.29945604271479864,3485,114,1.22369111385457,0,0.0,0.0,-9.341951505976827,True,4
Euterpe precatoria,powerlaw_loglinear,0.14369833341315644,3560,39,2.5454663377355073,0,0.0,0.0,-10.96905900555696,True,4
Euterpe precatoria,random_forest,0.31995262180557094,3560,39,2.5454663377355073,0,0.0,0.0,-10.96905900555696,True,4
Euterpe precatoria,hist_gradient_boosting,0.2514199961914174,3560,39,2.5454663377355073,0,0.0,0.0,-10.96905900555696,True,4
Cedrelinga catanaeformis,powerlaw_loglinear,0.20469278293704354,3542,57,0.7216771884306183,0,0.0,0.0,-8.983199386249293,True,4
Cedrelinga catanaeformis,random_forest,0.2284605150944306,3542,57,0.7216771884306183,0,0.0,0.0,-8.983199386249293,True,4
Cedrelinga catanaeformis,hist_gradient_boosting,0.212722007983018,3542,57,0.7216771884306183,0,0.0,0.0,-8.983199386249293,True,4
Tachigali vasquezii,powerlaw_loglinear,0.1347590443899212,3530,69,1.6820946093485476,0,0.0,0.0,-8.329100866605359,True,4
Tachigali vasquezii,random_forest,0.17569800879902875,3530,69,1.6820946093485476,0,0.0,0.0,-8.329100866605359,True,4
Tachigali vasquezii,hist_gradient_boosting,0.140101230850946,3530,69,1.6820946093485476,0,0.0,0.0,-8.329100866605359,True,4
Berholletia excelsa,powerlaw_loglinear,0.1476916519709615,3544,55,1.3133722282812306,0,0.0,0.0,-7.585655687695272,True,4
Berholletia excelsa,random_forest,0.20416477462647603,3544,55,1.3133722282812306,0,0.0,0.0,-7.585655687695272,True,4
Berholletia excelsa,hist_gradient_boosting,0.16515586753646877,3544,55,1.3133722282812306,0,0.0,0.0,-7.585655687695272,True,4
Cecropia ficifolia,powerlaw_loglinear,0.3210419874148797,3544,55,1.2835244940961117,0,0.0,0.0,-8.92440357996254,True,4
Cecropia ficifolia,random_forest,0.3256801817340915,3544,55,1.2835244940961117,0,0.0,0.0,-8.92440357996254,True,4
Cecropia ficifolia,hist_gradient_boosting,0.30943136836051055,3544,55,1.2835244940961117,0,0.0,0.0,-8.92440357996254,True,4
Bellucia pentamera,powerlaw_loglinear,0.317358683616969,3539,60,1.3115829040512959,0,0.0,0.0,-9.23187563756538,True,4
Bellucia pentamera,random_forest,0.32479529189421585,3539,60,1.3115829040512959,0,0.0,0.0,-9.23187563756538,True,4
Bellucia pentamera,hist_gradient_boosting,0.31070270078138057,3539,60,1.3115829040512959,0,0.0,0.0,-9.23187563756538,True,4
Theobroma speciosum,powerlaw_loglinear,0.25791514917944575,3527,72,0.9644398097250813,0,0.0,0.0,-10.892309023940399,True,4
Theobroma speciosum,random_forest,0.21887500736246804,3527,72,0.9644398097250813,0,0.0,0.0,-10.892309023940399,True,4
Theobroma speciosum,hist_gradient_boosting,0.22303291938543143,3527,72,0.9644398097250813,0,0.0,0.0,-10.892309023940399,True,4
Schizolobium amazonicum,powerlaw_loglinear,0.22192126478492802,3539,60,0.943403005171625,0,0.0,0.0,-8.381542873483024,True,4
Schizolobium amazonicum,random_forest,0.35587871647864194,3539,60,0.943403005171625,0,0.0,0.0,-8.381542873483024,True,4
Schizolobium amazonicum,hist_gradient_boosting,0.3402858891927781,3539,60,0.943403005171625,0,0.0,0.0,-8.381542873483024,True,4
Swietenia macrophylla,powerlaw_loglinear,0.12650034944987373,3540,59,0.8002018770581542,0,0.0,0.0,-9.004657013587757,True,4
Swietenia macrophylla,random_forest,0.13296535108443328,3540,59,0.8002018770581542,0,0.0,0.0,-9.004657013587757,True,4
Swietenia macrophylla,hist_gradient_boosting,0.12710414249299404,3540,59,0.8002018770581542,0,0.0,0.0,-9.004657013587757,True,4
Amburana cearensis,powerlaw_loglinear,0.21157830869548197,3541,58,1.035999323617115,0,0.0,0.0,-8.668714923992805,True,4
Amburana cearensis,random_forest,0.2537139641127996,3541,58,1.035999323617115,0,0.0,0.0,-8.668714923992805,True,4
Amburana cearensis,hist_gradient_boosting,0.26803776911915567,3541,58,1.035999323617115,0,0.0,0.0,-8.668714923992805,True,4
Cariniana micrantha,powerlaw_loglinear,0.24032747515765993,3529,70,1.5103167545383351,0,0.0,0.0,-9.224239561210176,True,4
Cariniana micrantha,random_forest,0.2921146501412153,3529,70,1.5103167545383351,0,0.0,0.0,-9.224239561210176,True,4
Cariniana micrantha,hist_gradient_boosting,0.30478383091847633,3529,70,1.5103167545383351,0,0.0,0.0,-9.224239561210176,True,4
Pinus sylvestris,powerlaw_loglinear,0.45610970883807245,3548,51,1.7935702194237786,0,0.0,0.0,-4.536166484575648,True,4
Pinus sylvestris,random_forest,0.4737082927263436,3548,51,1.7935702194237786,0,0.0,0.0,-4.536166484575648,True,4
Pinus sylvestris,hist_gradient_boosting,0.507973516540331,3548,51,1.7935702194237786,0,0.0,0.0,-4.536166484575648,True,4
Betula pendula,powerlaw_loglinear,0.25965570551373857,3429,170,1.219546510290102,0,0.0,0.0,-10.689437414707282,True,4
Betula pendula,random_forest,0.2966023188720766,3429,170,1.219546510290102,0,0.0,0.0,-10.689437414707282,True,4
Betula pendula,hist_gradient_boosting,0.3066886285694059,3429,170,1.219546510290102,0,0.0,0.0,-10.689437414707282,True,4
Betula pubescens,powerlaw_loglinear,0.2351961239329523,3443,156,1.9398576629494075,0,0.0,0.0,-11.391144994901165,True,4
Betula pubescens,random_forest,0.40220288456975617,3443,156,1.9398576629494075,0,0.0,0.0,-11.391144994901165,True,4
Betula pubescens,hist_gradient_boosting,0.3998149450415148,3443,156,1.9398576629494075,0,0.0,0.0,-11.391144994901165,True,4
