model_name,is_blind,mean_rmsle,median_rmsle,worst_rmsle,n_machines
ipb98y2_analytic,False,0.18844349163138224,0.1973676563878414,0.2748479842757165,13
ridge_loglinear,True,0.21407599766914132,0.21552600328195384,0.28907712742060465,13
ridge_log_quadratic,True,0.2997055921795116,0.23783534388560798,1.083009024429157,13
hist_gradient_boosting,True,0.3592919101020166,0.30701737969020504,0.6857023422989421,13
random_forest,True,0.46489304181310953,0.45025392554319454,0.857376361499742,13
mean_baseline,True,0.9935763663195162,1.0079964906077226,1.628585559883982,13
