variable,fitted,published_ipb98y2,discharge_ci_low,discharge_ci_high,discharge_width,discharge_widening_factor,published_inside_discharge_ci,machine_ci_low,machine_ci_high,machine_width,machine_widening_factor,published_inside_machine_ci,device_ci_low,device_ci_high,device_width,device_widening_factor,published_inside_device_ci
log_coefficient,-2.9038356312016065,,-2.9680782521136826,-2.838842368824785,0.12923588328889757,1.0,False,-3.3158733658800785,-2.3711478986168566,0.9447254672632219,7.3100863569861305,False,-3.3432736236551457,-2.4519856842956393,0.8912879393595063,6.896598039780453,False
ip_ma,1.0804315034258738,0.93,1.0344360965869874,1.1297752182329877,0.09533912164600022,1.0,False,0.7123880968000778,1.318804436056082,0.6064163392560042,6.360624356365101,True,0.684425626679763,1.389784986834644,0.7053593601548809,7.398425200243838,True
bt_t,0.12016001694501567,0.15,0.07947496774754126,0.16307088715011295,0.08359591940257169,1.0,True,-0.12456399257977332,0.384319628371202,0.5088836209509753,6.087421785510267,True,-0.13279602375846145,0.44885939574549566,0.5816554195039572,6.957940335614797,True
ne_line_1e19_m3,0.2166326537331674,0.41,0.1902909083197698,0.24217692837181654,0.05188602005204673,1.0,False,0.06425155109324497,0.37731172760855847,0.3130601765153135,6.0336132199248205,False,0.0815528935635853,0.40685026928167856,0.32529737571809325,6.269460933634692,False
p_loss_mw,-0.688387425406081,-0.69,-0.7068586241439225,-0.6718628773357297,0.03499574680819284,1.0,True,-0.7368091637881312,-0.587106788972345,0.1497023748157862,4.277730537836084,True,-0.7532777422404405,-0.5472688058363958,0.20600893640404472,5.886684960122527,True
r_m,1.5791341035779596,1.97,1.5017218968263901,1.646965183625598,0.14524328679920795,1.0,False,1.131034265967284,2.0350064891060793,0.9039722231387952,6.223848572006599,True,1.1803955479018038,2.131617048656512,0.9512215007547082,6.5491598387588645,True
inverse_aspect_ratio,0.16673071620488358,0.58,0.05994286308238048,0.264001704327089,0.20405884124470855,1.0,False,-0.33088814715273906,0.7944551957549507,1.1253433429076898,5.514798261341548,True,-0.3130381174645504,0.9481616890767095,1.26119980654126,6.180569285056469,True
kappa,0.8975166175406656,0.78,0.833089806251068,0.9655121177422709,0.13242231149120287,1.0,False,0.43736222998138274,1.3224977577935422,0.8851355278121594,6.684187263042611,True,0.5202989825511826,1.2975561807766063,0.7772571982254237,5.869533536099457,True
m_eff_amu,0.25641042610379533,0.19,0.22130148212546022,0.29001402998271364,0.06871254785725342,1.0,False,0.03418520066647237,0.3555520187943734,0.3213668181279011,4.676974266701959,True,0.04003982269891422,0.36372920925396396,0.32368938655504975,4.710775493691441,True
