model_name,tokamak,n_held_out_rows,rmsle,r2_log,mae_s,is_blind,feature_mahalanobis,n_features_outside_train_range,target_above_train_max_fraction,target_below_train_min_fraction,log_target_headroom
ridge_log_quadratic,D3D,388,0.197617014413435,0.7428499541011422,0.02199568324230665,True,1.1410663145491857,0,0.0,0.0,-1.3602914771096872
ipb98y2_analytic,NSTX,185,0.22222938608255652,0.21352223032522444,0.00582315778351345,False,7.8308993076380045,0,0.0,0.0,-3.080738592569725
mean_baseline,NSTX,185,1.3281769591843104,-27.09282167329282,0.09328834651824526,True,7.8308993076380045,0,0.0,0.0,-3.080738592569725
ridge_loglinear,NSTX,185,0.28907712742060465,-0.33079432249033114,0.007526765242302527,True,7.8308993076380045,0,0.0,0.0,-3.080738592569725
random_forest,NSTX,185,0.857376361499742,-10.706484367601268,0.04293238555369703,True,7.8308993076380045,0,0.0,0.0,-3.080738592569725
hist_gradient_boosting,NSTX,185,0.6857023422989421,-6.4878087691517425,0.0282319697303056,True,7.8308993076380045,0,0.0,0.0,-3.080738592569725
ridge_log_quadratic,NSTX,185,0.2507380703274734,-0.001207367903498513,0.006806716730626637,True,7.8308993076380045,0,0.0,0.0,-3.080738592569725
ipb98y2_analytic,JT60U,100,0.2748479842757165,0.33242406834708016,0.05207984580029731,False,2.483394451114324,1,0.0,0.0,-1.393574580630702
mean_baseline,JT60U,100,0.4782029879765733,-1.0208781529655213,0.06662185225844898,True,2.483394451114324,1,0.0,0.0,-1.393574580630702
ridge_loglinear,JT60U,100,0.2853670935561867,0.28034666537844655,0.056359094054382934,True,2.483394451114324,1,0.0,0.0,-1.393574580630702
random_forest,JT60U,100,0.29120318766011555,0.2506101484711377,0.05281258298844948,True,2.483394451114324,1,0.0,0.0,-1.393574580630702
hist_gradient_boosting,JT60U,100,0.30701737969020504,0.16700675486590866,0.048244626300737135,True,2.483394451114324,1,0.0,0.0,-1.393574580630702
ridge_log_quadratic,JT60U,100,0.25035141948825834,0.44612001157202064,0.04704304917704301,True,2.483394451114324,1,0.0,0.0,-1.393574580630702
ipb98y2_analytic,PDX,97,0.2270798419649088,0.43089813858658277,0.0054644093825862525,False,4.045943810544166,0,0.0,0.0,-3.17619239011277
mean_baseline,PDX,97,1.439568117800691,-21.87163854454974,0.09478058577330609,True,4.045943810544166,0,0.0,0.0,-3.17619239011277
ridge_loglinear,PDX,97,0.23277730351044704,0.4019822074861821,0.0058925259782870165,True,4.045943810544166,0,0.0,0.0,-3.17619239011277
random_forest,PDX,97,0.4072255902711054,-0.8302185906926529,0.011402095336888905,True,4.045943810544166,0,0.0,0.0,-3.17619239011277
hist_gradient_boosting,PDX,97,0.3227021134914512,-0.1493080775259472,0.008224733415130917,True,4.045943810544166,0,0.0,0.0,-3.17619239011277
ridge_log_quadratic,PDX,97,0.3316730481922801,-0.21409649042150902,0.008580603303995736,True,4.045943810544166,0,0.0,0.0,-3.17619239011277
ipb98y2_analytic,JFT2M,69,0.0945692941473851,0.8238823937260398,0.0021012171542505115,False,5.434784443628557,0,0.0,0.0,-3.188958136145204
mean_baseline,JFT2M,69,1.628585559883982,-51.23043446982283,0.10076738251203782,True,5.434784443628557,0,0.0,0.0,-3.188958136145204
ridge_loglinear,JFT2M,69,0.09362793859749098,0.8273711401123618,0.001970894040318462,True,5.434784443628557,0,0.0,0.0,-3.188958136145204
random_forest,JFT2M,69,0.45025392554319454,-2.9922478420116705,0.013091761171365205,True,5.434784443628557,0,0.0,0.0,-3.188958136145204
hist_gradient_boosting,JFT2M,69,0.23418446081860614,-0.0799872481676791,0.003816649306802119,True,5.434784443628557,0,0.0,0.0,-3.188958136145204
ridge_log_quadratic,JFT2M,69,0.12322318070560563,0.7009889013519951,0.002453995109164371,True,5.434784443628557,0,0.0,0.0,-3.188958136145204
ipb98y2_analytic,PBXM,59,0.17167843282810225,0.3138893502354153,0.006784458693358055,False,10.18020691511417,1,0.0,0.0,-2.908551678137992
mean_baseline,PBXM,59,1.0079964906077226,-22.65269983035619,0.07783469389810485,True,10.18020691511417,1,0.0,0.0,-2.908551678137992
ridge_loglinear,PBXM,59,0.27410976868517906,-0.7490881860194585,0.011784094680070275,True,10.18020691511417,1,0.0,0.0,-2.908551678137992
random_forest,PBXM,59,0.7273766020265497,-11.316330477491032,0.023997340247039676,True,10.18020691511417,1,0.0,0.0,-2.908551678137992
hist_gradient_boosting,PBXM,59,0.5587897073538394,-6.268745716782309,0.020089966214787185,True,10.18020691511417,1,0.0,0.0,-2.908551678137992
ridge_log_quadratic,PBXM,59,0.23783534388560798,-0.31678681192705316,0.009722916141197675,True,10.18020691511417,1,0.0,0.0,-2.908551678137992
ipb98y2_analytic,CMOD,45,0.1193554844659295,0.4744586991937786,0.005763779410542274,False,6.937744525296737,2,0.0,0.0,-2.692593064077178
mean_baseline,CMOD,45,0.7467272215466353,-19.570557356722187,0.06395019685316979,True,6.937744525296737,2,0.0,0.0,-2.692593064077178
ridge_loglinear,CMOD,45,0.17281698025423575,-0.10178007996759031,0.00858195996811408,True,6.937744525296737,2,0.0,0.0,-2.692593064077178
random_forest,CMOD,45,0.5214357323031034,-9.030525102305468,0.03852698202468063,True,6.937744525296737,2,0.0,0.0,-2.692593064077178
hist_gradient_boosting,CMOD,45,0.568711558029444,-10.931806480111879,0.044989166774290594,True,6.937744525296737,2,0.0,0.0,-2.692593064077178
ridge_log_quadratic,CMOD,45,1.083009024429157,-42.269935002486164,0.0404645099908964,True,6.937744525296737,2,0.0,0.0,-2.692593064077178
ipb98y2_analytic,MAST,39,0.1364310264879828,0.40432459030573853,0.003948205430901035,False,5.375921749336576,0,0.0,0.0,-3.2661988735375234
mean_baseline,MAST,39,1.2460596885368236,-48.689093226606616,0.08839798995386468,True,5.375921749336576,0,0.0,0.0,-3.2661988735375234
ridge_loglinear,MAST,39,0.15362321385492766,0.24473897838027747,0.004535541178211001,True,5.375921749336576,0,0.0,0.0,-3.2661988735375234
random_forest,MAST,39,0.5808719215353065,-9.79802047058919,0.01594963734964471,True,5.375921749336576,0,0.0,0.0,-3.2661988735375234
hist_gradient_boosting,MAST,39,0.3168100380019187,-2.2120422259021866,0.009883053090596864,True,5.375921749336576,0,0.0,0.0,-3.2661988735375234
ridge_log_quadratic,MAST,39,0.15135644462181683,0.2668628720149627,0.004178348605845162,True,5.375921749336576,0,0.0,0.0,-3.2661988735375234
