model_name,nominal,empirical,median_half_width_log,n_rows
gp_rbf,0.9,0.1673992673992674,1.4268014130156343,2730
gp_linear,0.9,0.6794871794871795,0.3053049588782062,2730
gp_linear_rbf,0.9,0.924908424908425,0.34879798698183784,2730
