model_name,split,scope,n_rows,nominal_coverage,empirical_coverage,median_half_width_log,median_interval_factor,rmsle,is_blind,method,arm
ridge_loglinear,leave_one_tokamak_out,AUGW,767,0.9,0.8617992177314211,0.28275934450085893,1.3267858250886384,0.21243270444421197,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,ASDEX,431,0.9,0.8932714617169374,0.2983614370258558,1.3476487900345153,0.19136314780709432,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,D3D,388,0.9,0.7010309278350515,0.2842966964292486,1.3288271305357875,0.2515375615068482,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,NSTX,185,0.9,0.7675675675675676,0.2834562769247846,1.327710827444374,0.2962429233583868,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,JT60U,100,0.9,0.64,0.2875151659009134,1.3331108098363413,0.282046016756296,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,PDX,97,0.9,0.7938144329896907,0.2903291700545827,1.3368674723455098,0.2424569791160552,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,JFT2M,69,0.9,1.0,0.29557919653436726,1.3439045181503235,0.09354207180565115,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,PBXM,59,0.9,0.7457627118644068,0.2884314634993812,1.3343328958816345,0.27034939002906705,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,CMOD,45,0.9,0.9555555555555556,0.2922405985228327,1.33942524260913,0.17669713116907315,True,split,lomo
ridge_loglinear,leave_one_tokamak_out,MAST,39,0.9,0.8974358974358975,0.29487463346631326,1.3429579861447465,0.17024178446597416,True,split,lomo
random_forest,leave_one_tokamak_out,JET,1762,0.9,0.2474460839954597,0.2076017590697461,1.230722947690569,0.4876089288834118,True,split,lomo
random_forest,leave_one_tokamak_out,AUG,1377,0.9,0.523602033405955,0.19781322537839752,1.2187347438420701,0.27686269136491926,True,split,lomo
random_forest,leave_one_tokamak_out,JETILW,866,0.9,0.36027713625866054,0.21809443770980197,1.2437045146792958,0.32847481686197527,True,split,lomo
random_forest,leave_one_tokamak_out,AUGW,767,0.9,0.5528031290743155,0.21853297314736553,1.244250042790802,0.24023608790129267,True,split,lomo
