model_name,split,scope,n_rows,nominal_coverage,empirical_coverage,median_half_width_log,median_interval_factor,rmsle,is_blind,method,arm
random_forest,leave_one_tokamak_out,CMOD,45,0.9,1.0,1.4051752092029632,4.076240873618972,0.5214357323031032,True,machine_cv_distance,lomo
random_forest,leave_one_tokamak_out,MAST,39,0.9,1.0,0.9410049285300249,2.562555309764742,0.5808719215353065,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,JET,1762,0.9,0.7043132803632236,0.4737273631264316,1.6059690809462237,0.4867978709251852,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,AUG,1377,0.9,0.954248366013072,0.5409269575084428,1.7175982650977886,0.2812302860575839,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,JETILW,866,0.9,0.9965357967667436,0.5675200261406015,1.763887228537647,0.2439381925302502,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,AUGW,767,0.9,0.9986962190352021,0.5131695786024937,1.6705778400770483,0.21219271101172096,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,ASDEX,431,0.9,0.9953596287703016,0.6609446422563282,1.9366208845252093,0.20697949141905117,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,D3D,388,0.9,0.9664948453608248,0.5117374985061871,1.6681871510406152,0.24573867969801805,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,NSTX,185,0.9,0.7135135135135136,0.7628919777403932,2.1444690181296204,0.6857023422989421,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,JT60U,100,0.9,0.97,0.5345215451609169,1.7066315007827564,0.30701737969020504,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,PDX,97,0.9,0.9381443298969072,0.6116498263723327,1.84347029717787,0.3227021134914512,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,JFT2M,69,0.9,0.9565217391304348,0.6878440555342884,1.989421823436063,0.23418446081860614,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,PBXM,59,0.9,1.0,1.5486587831599554,4.705155315190364,0.5587897073538394,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,CMOD,45,0.9,1.0,0.8531217198699161,2.3469619859512743,0.568711558029444,True,machine_cv_distance,lomo
hist_gradient_boosting,leave_one_tokamak_out,MAST,39,0.9,0.9487179487179487,0.6656150389036284,1.9456868265045884,0.3168100380019187,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,JET,1762,0.9,0.9795686719636776,0.36553755250492215,1.4412885682273766,0.17756789401081774,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,AUG,1377,0.9,0.9114015976761075,0.36040185751879544,1.4339055245117969,0.2130865390176615,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,JETILW,866,0.9,0.9353348729792148,0.3408246529369266,1.4061066625707617,0.19962459478321454,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,AUGW,767,0.9,0.9152542372881356,0.33639178905084244,1.3998873779316279,0.20837592370210276,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,ASDEX,431,0.9,0.9443155452436195,0.3275187836080468,1.3875211137059549,0.19180343736003597,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,D3D,388,0.9,0.7603092783505154,0.34205101105254143,1.4078321106802218,0.25670027397068007,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,NSTX,185,0.9,0.8108108108108109,0.31778491499600364,1.3740806852920378,0.2791814830913803,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,JT60U,100,0.9,0.77,0.3232001304205485,1.3815418117843892,0.2684184827145399,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,PDX,97,0.9,0.8144329896907216,0.3051137913848316,1.3567793840274618,0.23116730498771174,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,JFT2M,69,0.9,1.0,0.30659836870322993,1.3587951238176266,0.09993032255390033,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,PBXM,59,0.9,0.5423728813559322,0.22939747722864678,1.2578419031746964,0.2742531137465971,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,CMOD,45,0.9,0.9777777777777777,0.2810152920513371,1.3244738577026227,0.11550573689861406,True,machine_cv_distance,lomo
powerlaw_collisionless,leave_one_tokamak_out,MAST,39,0.9,0.9487179487179487,0.3208436771541436,1.3782901058205967,0.15683394009653784,True,machine_cv_distance,lomo
ipb98y2_analytic,size_cut,JET,1762,0.9,0.9625425652667423,0.31970574590790957,1.3767225984697504,0.14786640407873294,False,split,size_cut
ipb98y2_analytic,size_cut,JETILW,866,0.9,0.74364896073903,0.31970574590790957,1.3767225984697504,0.256629652478898,False,split,size_cut
ipb98y2_analytic,size_cut,JT60U,100,0.9,0.69,0.31970574590790957,1.3767225984697504,0.2748479842757165,False,split,size_cut
ipb98y2_analytic,size_cut,TFTR,2,0.9,1.0,0.31970574590790957,1.3767225984697504,0.17906413557770298,False,split,size_cut
ridge_loglinear,size_cut,JET,1762,0.9,0.8359818388195233,0.31609685294762135,1.3717631084928388,0.22175448456106703,True,split,size_cut
ridge_loglinear,size_cut,JETILW,866,0.9,0.48614318706697457,0.31609685294762135,1.3717631084928388,0.34264522217827603,True,split,size_cut
ridge_loglinear,size_cut,JT60U,100,0.9,0.28,0.31609685294762135,1.3717631084928388,0.44417454923011807,True,split,size_cut
ridge_loglinear,size_cut,TFTR,2,0.9,1.0,0.31609685294762135,1.3717631084928388,0.2033228365789672,True,split,size_cut
random_forest,size_cut,JET,1762,0.9,0.010783200908059024,0.23051314904992393,1.2592460250656583,1.0676787452561665,True,split,size_cut
random_forest,size_cut,JETILW,866,0.9,0.061200923787528866,0.23051314904992393,1.2592460250656583,0.6213536283732344,True,split,size_cut
random_forest,size_cut,JT60U,100,0.9,0.01,0.23051314904992393,1.2592460250656583,0.5654672640977346,True,split,size_cut
random_forest,size_cut,TFTR,2,0.9,0.0,0.23051314904992393,1.2592460250656583,0.46730779321601223,True,split,size_cut
hist_gradient_boosting,size_cut,JET,1762,0.9,0.0,0.22143039289846422,1.2478603852531214,1.1337186655795166,True,split,size_cut
hist_gradient_boosting,size_cut,JETILW,866,0.9,0.009237875288683603,0.22143039289846422,1.2478603852531214,0.6971960562388646,True,split,size_cut
hist_gradient_boosting,size_cut,JT60U,100,0.9,0.0,0.22143039289846422,1.2478603852531214,0.6829675453364457,True,split,size_cut
hist_gradient_boosting,size_cut,TFTR,2,0.9,0.0,0.22143039289846422,1.2478603852531214,0.6552309915364012,True,split,size_cut
powerlaw_collisionless,size_cut,JET,1762,0.9,0.9591373439273553,0.30988954275287206,1.3632745222645404,0.1482531056472474,True,split,size_cut
powerlaw_collisionless,size_cut,JETILW,866,0.9,0.8521939953810623,0.30988954275287206,1.3632745222645404,0.2129591833895068,True,split,size_cut
powerlaw_collisionless,size_cut,JT60U,100,0.9,0.66,0.30988954275287206,1.3632745222645404,0.3032138060872576,True,split,size_cut
powerlaw_collisionless,size_cut,TFTR,2,0.9,1.0,0.30988954275287206,1.3632745222645404,0.266361829197214,True,split,size_cut
ipb98y2_analytic,size_cut,JET,1762,0.9,0.9659477866061293,0.32525909821663657,1.3843892923132015,0.14786640407873294,False,machine_cv,size_cut
ipb98y2_analytic,size_cut,JETILW,866,0.9,0.7517321016166282,0.32525909821663657,1.3843892923132015,0.256629652478898,False,machine_cv,size_cut
ipb98y2_analytic,size_cut,JT60U,100,0.9,0.69,0.32525909821663657,1.3843892923132015,0.2748479842757165,False,machine_cv,size_cut
ipb98y2_analytic,size_cut,TFTR,2,0.9,1.0,0.32525909821663657,1.3843892923132015,0.17906413557770298,False,machine_cv,size_cut
ridge_loglinear,size_cut,JET,1762,0.9,0.8853575482406356,0.35523235198868397,1.4265120686936328,0.2227528899413718,True,machine_cv,size_cut
ridge_loglinear,size_cut,JETILW,866,0.9,0.5831408775981525,0.35523235198868397,1.4265120686936328,0.3462301877040043,True,machine_cv,size_cut
ridge_loglinear,size_cut,JT60U,100,0.9,0.38,0.35523235198868397,1.4265120686936328,0.4403848652290405,True,machine_cv,size_cut
ridge_loglinear,size_cut,TFTR,2,0.9,1.0,0.35523235198868397,1.4265120686936328,0.2031771651404652,True,machine_cv,size_cut
random_forest,size_cut,JET,1762,0.9,0.13961407491486946,0.6488174438937024,1.9132769333653217,1.063188173219838,True,machine_cv,size_cut
random_forest,size_cut,JETILW,866,0.9,0.5207852193995381,0.6488174438937024,1.9132769333653217,0.6596761211173506,True,machine_cv,size_cut
random_forest,size_cut,JT60U,100,0.9,0.8,0.6488174438937024,1.9132769333653217,0.5627277329981477,True,machine_cv,size_cut
random_forest,size_cut,TFTR,2,0.9,1.0,0.6488174438937024,1.9132769333653217,0.5229918650113783,True,machine_cv,size_cut
hist_gradient_boosting,size_cut,JET,1762,0.9,0.014188422247446084,0.48574612429770214,1.6253872974848136,1.2052075899403094,True,machine_cv,size_cut
hist_gradient_boosting,size_cut,JETILW,866,0.9,0.07390300230946882,0.48574612429770214,1.6253872974848136,0.7798675028166033,True,machine_cv,size_cut
hist_gradient_boosting,size_cut,JT60U,100,0.9,0.14,0.48574612429770214,1.6253872974848136,0.7003209357382123,True,machine_cv,size_cut
hist_gradient_boosting,size_cut,TFTR,2,0.9,0.0,0.48574612429770214,1.6253872974848136,0.6044309220541901,True,machine_cv,size_cut
powerlaw_collisionless,size_cut,JET,1762,0.9,0.9778660612939841,0.35950786745259133,1.4326242000480174,0.149049689174365,True,machine_cv,size_cut
powerlaw_collisionless,size_cut,JETILW,866,0.9,0.9145496535796767,0.35950786745259133,1.4326242000480174,0.22351716181917677,True,machine_cv,size_cut
powerlaw_collisionless,size_cut,JT60U,100,0.9,0.77,0.35950786745259133,1.4326242000480174,0.30250985896703353,True,machine_cv,size_cut
powerlaw_collisionless,size_cut,TFTR,2,0.9,1.0,0.35950786745259133,1.4326242000480174,0.26959118413383176,True,machine_cv,size_cut
ipb98y2_analytic,size_cut,JET,1762,0.9,0.9523269012485811,0.30577364466139567,1.357674954789743,0.14786640407873294,False,machine_cv_distance,size_cut
ipb98y2_analytic,size_cut,JETILW,866,0.9,0.710161662817552,0.3097318715901395,1.3630595901302363,0.256629652478898,False,machine_cv_distance,size_cut
ipb98y2_analytic,size_cut,JT60U,100,0.9,0.68,0.3059354761905022,1.3578946871830415,0.2748479842757165,False,machine_cv_distance,size_cut
ipb98y2_analytic,size_cut,TFTR,2,0.9,1.0,0.3017462649312219,1.3522180780298645,0.17906413557770298,False,machine_cv_distance,size_cut
ridge_loglinear,size_cut,JET,1762,0.9,0.9160045402951191,0.380731927740296,1.463355267871265,0.2227528899413718,True,machine_cv_distance,size_cut
ridge_loglinear,size_cut,JETILW,866,0.9,0.651270207852194,0.375957163726373,1.4563847463393726,0.3462301877040043,True,machine_cv_distance,size_cut
ridge_loglinear,size_cut,JT60U,100,0.9,0.45,0.38053432765544404,1.463066137313217,0.4403848652290405,True,machine_cv_distance,size_cut
ridge_loglinear,size_cut,TFTR,2,0.9,1.0,0.385717856268591,1.4706696720439048,0.2031771651404652,True,machine_cv_distance,size_cut
random_forest,size_cut,JET,1762,0.9,0.2599318955732123,0.7666535664550441,2.1525508192636202,1.063188173219838,True,machine_cv_distance,size_cut
random_forest,size_cut,JETILW,866,0.9,0.6339491916859122,0.7083453899376113,2.030628578972373,0.6596761211173506,True,machine_cv_distance,size_cut
random_forest,size_cut,JT60U,100,0.9,0.92,0.7641634996883317,2.147197491842342,0.5627277329981477,True,machine_cv_distance,size_cut
random_forest,size_cut,TFTR,2,0.9,1.0,0.8318080143388044,2.2974688440230526,0.5229918650113783,True,machine_cv_distance,size_cut
hist_gradient_boosting,size_cut,JET,1762,0.9,0.05959137343927355,0.5879432085102411,1.8002818005510817,1.2052075899403094,True,machine_cv_distance,size_cut
hist_gradient_boosting,size_cut,JETILW,866,0.9,0.23441108545034642,0.5577212139338087,1.74668763424898,0.7798675028166033,True,machine_cv_distance,size_cut
hist_gradient_boosting,size_cut,JT60U,100,0.9,0.33,0.5866684767995007,1.7979883863061377,0.7003209357382123,True,machine_cv_distance,size_cut
hist_gradient_boosting,size_cut,TFTR,2,0.9,1.0,0.6208195229545862,1.8604521004627705,0.6044309220541901,True,machine_cv_distance,size_cut
powerlaw_collisionless,size_cut,JET,1762,0.9,0.9597048808172531,0.32179081003372473,1.379596148097579,0.149049689174365,True,machine_cv_distance,size_cut
powerlaw_collisionless,size_cut,JETILW,866,0.9,0.8545034642032333,0.3292660582362593,1.3899476134073887,0.22351716181917677,True,machine_cv_distance,size_cut
powerlaw_collisionless,size_cut,JT60U,100,0.9,0.7,0.3220949623763869,1.3800158193167074,0.30250985896703353,True,machine_cv_distance,size_cut
powerlaw_collisionless,size_cut,TFTR,2,0.9,1.0,0.31426281667619094,1.3692495508785392,0.26959118413383176,True,machine_cv_distance,size_cut
